id,Gender,Travel,Age,Mode of reservation,Class,Distance Travelled,Departure/Arrival time convenient,Ease of Online booking,Platform Number,Food Service,Railway service,Seat comfort,Ticket-collector service,Washroom service,Baggage security score,Compartment safety score,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
106961,Female,frequent,22,online,first-class,1499.2,4,3,4,1,1,1,4,4,4,1,1,0,3.0,0
68335,Male,frequent,28,online,first-class,2556.8,5,5,5,4,4,4,5,4,5,5,4,0,0.0,1
77639,Male,frequent,45,online,second-class,1398.4,4,4,4,2,2,2,3,5,3,4,2,0,0.0,0
71863,Male,frequent,25,online,second-class,2756.8,5,0,2,5,0,5,2,1,3,4,5,7,0.0,1
127408,Male,non-frequent,18,online,second-class,1388.8000000000002,2,2,4,2,2,2,2,1,4,2,2,14,8.0,0
71546,Male,non-frequent,21,online,second-class,1608.0,2,2,3,5,2,2,2,5,4,1,5,0,0.0,0
42331,Male,frequent,66,offline,second-class,721.6,4,5,4,1,5,1,3,3,4,4,1,3,0.0,0
108702,Female,frequent,64,offline,handicapped-class,923.2,4,3,3,5,5,5,4,3,4,4,5,0,0.0,0
122815,Female,frequent,62,offline,second-class,958.4000000000001,2,1,3,5,2,4,3,1,3,3,1,1,4.0,0
35462,Female,frequent,24,offline,second-class,1582.4,4,2,3,1,2,1,3,4,5,5,1,0,0.0,0
71212,Female,frequent,51,online,first-class,1172.8,3,3,3,5,5,4,2,2,2,4,4,122,114.0,1
65384,Male,frequent,19,offline,second-class,1009.6,1,2,2,4,2,4,1,4,2,1,4,0,0.0,0
47710,Female,non-frequent,24,online,first-class,2134.4,0,4,3,3,4,3,4,3,4,2,3,0,0.0,0
91360,Female,frequent,45,offline,handicapped-class,356.8,1,2,3,4,2,3,2,2,2,2,2,0,5.0,0
52399,Male,frequent,46,offline,second-class,568.0,4,1,4,4,1,4,3,2,5,4,4,10,20.0,0
7268,Male,frequent,69,offline,second-class,185.60000000000002,1,2,3,2,2,2,4,1,2,2,2,46,30.0,0
13965,Male,frequent,46,offline,second-class,507.20000000000005,2,3,3,2,3,2,3,5,3,2,2,110,118.0,0
4930,Female,frequent,44,online,second-class,534.4,1,1,1,1,4,3,2,2,2,2,3,46,32.0,0
39267,Male,frequent,47,online,first-class,2667.2000000000003,2,2,2,2,4,3,1,1,4,1,4,0,11.0,0
128787,Female,frequent,56,online,first-class,3960.0,4,4,4,5,5,5,4,4,4,5,5,0,0.0,1
113635,Female,frequent,46,offline,second-class,361.6,4,3,3,5,5,4,4,3,4,3,5,0,0.0,0
42027,Male,frequent,60,online,first-class,6296.0,3,3,3,4,1,5,4,4,4,4,3,0,0.0,1
69534,Female,non-frequent,36,online,first-class,3960.0,4,4,1,4,1,1,3,5,4,1,1,0,0.0,0
61317,Male,frequent,42,online,first-class,1379.2,4,4,4,4,5,4,4,4,4,5,3,0,0.0,1
95044,Female,frequent,23,offline,second-class,302.40000000000003,2,2,4,3,2,3,3,4,4,4,3,28,20.0,0
100636,Male,frequent,35,online,first-class,558.4,2,2,2,4,5,4,5,5,5,3,5,0,7.0,1
123802,Female,frequent,43,online,first-class,6216.0,5,5,5,4,5,5,3,3,3,4,3,0,0.0,1
122952,Male,frequent,54,online,first-class,811.2,2,2,2,5,4,4,3,3,3,1,4,0,0.0,0
72178,Male,frequent,29,online,first-class,950.4000000000001,2,4,2,5,5,5,5,2,5,3,5,0,4.0,1
1990,Male,frequent,56,offline,second-class,472.0,5,5,3,3,5,4,3,5,4,3,3,0,0.0,0
41198,Male,frequent,49,online,first-class,3265.6000000000004,2,2,2,1,3,4,3,3,3,2,4,0,8.0,0
72967,Male,frequent,8,online,second-class,1753.6000000000001,4,4,4,2,2,3,2,3,4,2,2,0,0.0,0
122614,Male,frequent,14,offline,second-class,1164.8,5,2,3,2,2,2,1,4,1,2,2,0,0.0,0
124392,Male,frequent,64,offline,second-class,1292.8000000000002,4,3,3,5,3,3,1,1,3,1,5,0,0.0,0
128335,Female,frequent,41,online,second-class,1041.6000000000001,3,3,3,3,3,3,2,3,3,2,3,38,31.0,0
104043,Female,frequent,55,online,second-class,1670.4,2,2,2,5,2,3,4,4,4,2,3,0,15.0,0
76177,Female,frequent,17,offline,handicapped-class,1102.4,3,2,3,3,2,3,4,4,3,2,3,2,10.0,0
120217,Female,frequent,40,online,first-class,2120.0,2,2,2,2,3,4,2,2,2,1,1,0,0.0,0
27536,Female,frequent,65,offline,second-class,968.0,4,3,4,4,4,5,4,3,4,4,3,0,5.0,0
46678,Female,frequent,52,offline,second-class,200.0,1,4,4,5,3,4,5,4,5,4,1,0,0.0,0
81954,Female,frequent,35,online,first-class,2542.4,1,4,1,5,4,5,5,4,5,5,4,23,0.0,1
10779,Male,frequent,43,online,first-class,3988.8,4,4,4,1,4,4,2,2,2,3,4,70,72.0,0
72279,Male,non-frequent,25,online,second-class,830.4000000000001,2,2,2,5,2,5,2,3,1,3,5,0,2.0,0
88464,Male,frequent,38,online,first-class,710.4000000000001,5,5,5,5,4,4,1,1,1,1,3,13,10.0,0
55694,Female,frequent,57,online,first-class,4678.400000000001,1,1,1,3,5,4,5,4,5,4,4,0,0.0,1
61108,Male,frequent,25,offline,second-class,2734.4,4,4,5,1,4,1,2,3,5,3,1,0,5.0,0
1197,Female,frequent,7,offline,second-class,494.40000000000003,5,2,3,3,2,3,3,2,4,1,3,58,71.0,0
37241,Female,frequent,67,offline,first-class,1608.0,5,3,3,3,4,4,5,3,5,5,4,7,10.0,0
24520,Female,frequent,51,offline,handicapped-class,875.2,3,3,3,2,2,3,4,3,4,3,3,0,10.0,0
13041,Female,frequent,65,offline,second-class,700.8000000000001,4,2,3,5,3,4,4,2,4,1,2,1,0.0,0
24396,Female,non-frequent,37,online,handicapped-class,1070.4,4,4,3,5,4,5,4,2,1,5,5,0,0.0,0
114156,Female,frequent,51,online,first-class,1353.6000000000001,2,2,2,4,5,5,1,2,1,4,4,7,0.0,1
79927,Female,frequent,29,online,first-class,1742.4,4,4,4,1,1,1,1,2,4,4,1,0,0.0,0
76093,Male,frequent,44,offline,second-class,1070.4,3,2,3,2,2,2,4,1,3,3,2,0,0.0,0
8261,Female,frequent,66,offline,second-class,536.0,1,3,4,3,3,3,2,3,2,2,2,0,0.0,0
14452,Female,non-frequent,29,online,second-class,1217.6000000000001,2,2,4,3,2,3,2,3,3,2,3,0,0.0,0
64511,Female,frequent,11,offline,first-class,304.0,3,3,3,3,3,3,1,3,2,3,3,17,5.0,0
23367,Male,frequent,24,online,first-class,4305.6,5,5,5,5,5,5,3,3,1,3,5,34,21.0,1
8600,Female,frequent,44,online,first-class,6268.8,4,0,4,4,4,4,1,1,1,3,5,0,0.0,1
5055,Female,non-frequent,33,online,first-class,356.8,3,3,1,2,3,2,3,4,4,4,2,1,0.0,0
14593,Male,frequent,31,offline,second-class,1633.6000000000001,2,3,4,3,3,3,3,1,4,1,3,100,116.0,0
94121,Male,non-frequent,62,online,first-class,443.20000000000005,3,3,2,1,3,1,3,4,4,4,1,0,0.0,0
116511,Male,frequent,47,offline,second-class,768.0,4,1,2,5,1,3,5,2,4,2,5,0,0.0,0
81822,Male,non-frequent,27,online,second-class,1449.6000000000001,1,1,4,5,1,5,2,2,3,3,5,0,19.0,0
128462,Male,frequent,17,offline,second-class,520.0,5,4,1,4,4,4,5,1,4,3,4,5,6.0,0
13880,Female,non-frequent,24,online,second-class,924.8000000000001,0,2,3,2,2,2,4,4,2,2,2,0,0.0,0
122393,Male,frequent,9,offline,second-class,846.4000000000001,4,5,1,5,5,5,3,2,5,4,5,0,0.0,0
46224,Male,frequent,38,online,first-class,5412.8,5,5,5,1,3,4,1,1,1,3,1,18,2.0,0
57709,Male,frequent,46,offline,second-class,1387.2,3,2,3,5,2,5,1,5,2,3,5,0,0.0,0
18923,Female,frequent,44,offline,second-class,716.8000000000001,4,4,1,4,5,4,5,4,5,3,3,0,0.0,0
122309,Male,frequent,54,offline,second-class,865.6,5,4,5,1,4,1,3,4,5,3,1,0,33.0,0
15709,Female,frequent,52,online,second-class,766.4000000000001,4,4,4,1,2,4,1,2,1,1,4,33,14.0,1
94650,Male,frequent,38,online,first-class,302.40000000000003,2,2,2,2,4,3,1,2,3,3,1,4,8.0,0
906,Female,frequent,42,online,first-class,395.20000000000005,4,4,4,5,3,3,3,3,3,1,1,0,0.0,0
108225,Female,non-frequent,38,online,first-class,792.0,4,4,4,3,4,3,1,5,4,1,3,8,34.0,0
48632,Male,non-frequent,38,online,first-class,492.8,2,2,4,1,2,1,4,3,4,1,1,0,0.0,0
74825,Male,frequent,45,offline,handicapped-class,1976.0,4,3,4,3,3,3,2,3,4,1,3,0,0.0,0
81345,Female,non-frequent,85,online,first-class,1438.4,2,2,4,2,3,3,3,4,4,3,3,0,0.0,0
17498,Female,frequent,39,online,second-class,545.6,5,5,5,2,2,2,3,3,3,1,2,0,0.0,0
129568,Male,frequent,32,online,first-class,4132.8,4,4,4,4,5,4,4,3,4,4,4,9,5.0,1
111162,Female,frequent,9,offline,second-class,1777.6000000000001,3,1,3,4,1,4,1,2,4,2,4,8,0.0,0
78062,Female,frequent,58,offline,second-class,531.2,4,2,1,3,4,4,3,2,2,4,4,14,41.0,0
37079,Female,frequent,50,online,first-class,1979.2,3,3,3,3,4,4,5,5,5,4,4,0,0.0,1
9831,Female,frequent,27,offline,second-class,761.6,3,1,3,5,1,5,3,3,3,1,5,104,126.0,0
125938,Female,frequent,15,offline,second-class,1472.0,3,1,3,1,1,1,2,2,4,3,1,0,8.0,0
122284,Male,frequent,16,offline,second-class,870.4000000000001,1,4,3,5,4,5,4,5,3,2,5,2,0.0,0
12638,Male,non-frequent,25,online,second-class,1350.4,2,2,2,3,2,3,2,4,1,3,3,16,2.0,0
77434,Male,frequent,54,offline,second-class,851.2,4,2,3,4,2,4,4,3,4,2,4,0,0.0,0
14015,Male,frequent,69,online,first-class,291.2,4,4,4,1,4,3,5,5,3,3,1,0,0.0,1
33903,Female,frequent,30,offline,second-class,1961.6000000000001,1,2,3,2,2,2,2,2,3,4,2,34,31.0,0
89158,Male,frequent,33,offline,second-class,3422.4,5,0,3,5,0,5,5,5,3,3,5,0,0.0,0
254,Male,frequent,18,offline,handicapped-class,1150.4,4,1,2,2,1,1,5,5,5,3,2,80,76.0,0
1046,Male,non-frequent,37,online,second-class,214.4,1,3,3,4,3,4,1,2,3,2,4,93,98.0,0
19142,Female,frequent,15,offline,handicapped-class,516.8000000000001,3,4,4,4,4,4,2,4,3,1,4,0,0.0,0
60958,Female,frequent,43,online,first-class,4230.400000000001,4,4,4,3,2,3,3,3,3,4,1,6,18.0,0
82544,Male,frequent,22,offline,second-class,1006.4000000000001,2,3,3,4,3,1,4,3,4,2,4,0,0.0,0
83468,Male,frequent,28,online,second-class,1513.6000000000001,5,5,5,2,2,2,3,3,4,4,2,0,13.0,0
53029,Male,frequent,32,online,first-class,1904.0,1,1,1,1,1,1,2,3,4,3,1,0,0.0,0
101650,Female,frequent,53,offline,second-class,2772.8,5,2,4,3,4,5,4,2,4,5,3,47,34.0,0
125921,Male,frequent,7,offline,second-class,1521.6000000000001,1,4,3,2,4,2,1,4,2,1,2,0,0.0,0
121532,Female,frequent,43,online,first-class,3809.6000000000004,5,5,5,3,3,4,2,2,2,4,4,0,0.0,0
55298,Female,non-frequent,28,online,handicapped-class,2536.0,1,1,3,2,1,5,1,5,4,1,2,5,3.0,0
13682,Female,non-frequent,25,online,second-class,1526.4,1,1,4,5,1,5,1,1,3,3,5,0,0.0,0
51693,Female,frequent,45,online,first-class,417.6,4,4,4,5,4,3,5,5,5,4,3,0,3.0,1
32148,Female,non-frequent,37,online,second-class,321.6,0,2,3,4,2,4,4,1,3,3,4,0,0.0,0
26179,Female,non-frequent,24,online,first-class,646.4000000000001,2,2,3,3,2,4,3,2,3,3,3,2,0.0,0
77023,Female,non-frequent,47,online,second-class,588.8000000000001,0,1,2,5,1,5,3,4,5,2,5,2,0.0,0
60879,Male,non-frequent,36,online,first-class,1699.2,2,2,3,4,2,4,4,5,4,3,4,0,0.0,0
97618,Female,non-frequent,32,online,first-class,1222.4,2,2,3,4,2,4,5,3,4,3,4,14,15.0,0
42023,Male,frequent,37,online,first-class,4308.8,4,4,4,3,3,3,2,2,2,4,3,0,0.0,0
39730,Female,non-frequent,36,online,second-class,476.8,2,4,4,3,4,3,4,3,3,1,3,0,0.0,0
65568,Male,non-frequent,24,online,first-class,379.20000000000005,4,4,4,1,4,1,4,3,4,4,1,1,0.0,1
11628,Female,non-frequent,25,online,first-class,1051.2,4,3,2,2,3,5,3,4,5,4,2,6,0.0,0
35492,Male,frequent,8,offline,second-class,1644.8000000000002,5,2,4,4,2,4,3,3,4,4,4,11,0.0,0
76076,Female,frequent,49,online,first-class,4494.400000000001,2,2,2,2,4,4,4,3,4,1,1,0,0.0,0
12093,Male,frequent,61,offline,first-class,1654.4,4,4,2,3,4,5,3,4,3,5,3,0,13.0,0
15651,Male,non-frequent,19,online,first-class,412.8,3,2,3,1,2,3,3,5,4,2,1,99,87.0,0
55375,Female,frequent,32,online,first-class,3700.8,2,3,2,2,1,2,4,5,4,4,2,14,0.0,0
63942,Female,frequent,64,offline,second-class,1852.8000000000002,4,0,1,4,5,5,4,0,4,4,3,0,0.0,0
80311,Male,non-frequent,34,online,second-class,1193.6000000000001,2,2,4,4,2,4,2,2,3,2,4,1,18.0,0
119199,Female,non-frequent,22,online,second-class,529.6,4,2,4,4,2,4,2,1,3,3,4,23,18.0,0
42512,Male,non-frequent,28,online,first-class,1899.2,3,3,4,3,3,3,3,1,4,2,3,0,0.0,0
58619,Male,frequent,65,offline,second-class,219.20000000000002,0,2,2,3,2,1,4,4,4,4,3,4,0.0,0
23631,Male,non-frequent,11,online,second-class,1268.8000000000002,4,4,4,3,4,3,4,4,4,1,3,6,15.0,0
42980,Male,frequent,50,online,first-class,5492.8,1,5,5,3,3,1,5,5,3,4,4,45,59.0,1
91807,Male,frequent,41,offline,second-class,1001.6,4,2,3,5,2,5,4,2,4,4,5,0,0.0,0
1221,Female,frequent,14,offline,second-class,214.4,5,0,3,2,0,2,3,3,4,1,2,0,0.0,0
5312,Female,non-frequent,49,online,first-class,304.0,2,2,2,5,2,5,5,3,4,4,5,1,0.0,0
122520,Male,frequent,40,offline,handicapped-class,1488.0,5,2,4,2,2,2,5,3,5,3,2,4,0.0,0
127347,Male,frequent,60,online,first-class,5814.400000000001,3,3,3,3,3,4,4,4,3,4,2,34,69.0,0
97162,Female,frequent,23,offline,second-class,2627.2000000000003,5,4,3,5,4,2,3,2,5,4,5,6,14.0,0
66224,Female,frequent,52,online,first-class,3195.2000000000003,4,4,4,2,5,4,4,4,4,5,4,0,0.0,1
75627,Male,frequent,56,online,first-class,539.2,0,0,2,2,4,4,2,2,2,4,3,0,0.0,1
106765,Male,frequent,37,offline,second-class,1512.0,2,1,2,2,1,2,1,5,3,3,2,0,0.0,0
126656,Female,frequent,59,offline,second-class,963.2,4,2,2,3,4,4,4,2,5,5,5,0,0.0,0
52935,Female,frequent,31,offline,second-class,1086.4,4,3,3,1,3,1,4,2,4,4,1,19,14.0,0
9764,Male,non-frequent,39,online,second-class,729.6,3,1,3,2,1,2,4,4,3,3,2,12,0.0,0
16848,Female,frequent,28,online,first-class,5518.400000000001,1,1,1,5,5,5,5,3,4,3,5,0,0.0,1
122353,Female,frequent,41,online,first-class,3156.8,1,1,1,4,4,5,2,2,2,5,3,0,0.0,1
117078,Female,frequent,59,online,first-class,2675.2000000000003,1,1,1,5,4,4,4,4,4,4,3,0,0.0,1
87840,Male,frequent,8,offline,second-class,342.40000000000003,4,2,4,5,2,5,4,3,3,1,5,0,7.0,0
61999,Female,non-frequent,26,online,first-class,3960.0,4,4,3,2,4,2,5,2,5,3,2,1,0.0,0
1196,Female,frequent,9,offline,second-class,566.4,5,3,1,4,3,4,1,1,5,4,4,2,9.0,0
75350,Male,frequent,8,offline,second-class,4184.0,4,2,2,2,5,3,3,3,5,3,3,0,0.0,0
111369,Male,non-frequent,37,online,first-class,1876.8000000000002,3,3,1,2,3,2,4,5,4,4,2,12,53.0,0
18564,Male,frequent,66,online,second-class,304.0,2,2,2,3,3,3,3,1,3,1,3,0,0.0,0
82851,Female,frequent,52,online,second-class,950.4000000000001,1,1,1,3,3,2,1,1,1,1,2,0,0.0,0
5360,Female,non-frequent,49,online,second-class,1299.2,4,4,3,3,4,1,1,4,4,3,3,36,13.0,0
64396,Male,frequent,53,offline,second-class,1875.2,5,1,5,3,1,3,5,3,4,5,3,0,0.0,0
75577,Male,frequent,60,online,first-class,3145.6000000000004,4,4,4,4,3,3,1,1,1,1,2,20,10.0,0
47927,Male,frequent,36,offline,second-class,1340.8000000000002,4,3,3,4,3,4,5,4,5,3,4,0,0.0,0
123641,Male,non-frequent,38,online,first-class,342.40000000000003,2,2,1,5,2,3,5,3,5,5,5,0,0.0,1
85011,Female,non-frequent,11,online,second-class,1416.0,2,2,3,4,2,4,5,2,4,3,4,0,0.0,0
49893,Female,frequent,30,online,second-class,123.2,4,3,3,1,1,1,2,5,3,1,1,0,0.0,0
115857,Male,frequent,54,online,second-class,624.0,1,1,1,2,2,2,2,5,3,4,2,48,38.0,0
98599,Female,frequent,37,online,first-class,1545.6000000000001,2,2,2,3,4,4,5,5,5,4,4,6,0.0,1
56158,Female,frequent,34,online,first-class,2240.0,2,5,5,5,2,1,3,3,3,3,1,57,60.0,0
4057,Male,frequent,29,offline,second-class,766.4000000000001,4,2,1,1,2,1,1,2,5,5,1,67,39.0,0
97586,Male,frequent,27,offline,second-class,539.2,3,3,4,3,3,3,3,3,4,4,3,12,7.0,0
9860,Female,frequent,68,offline,second-class,1027.2,4,3,1,2,4,5,2,3,2,3,4,21,13.0,0
123130,Female,frequent,8,online,second-class,1009.6,3,3,3,1,1,4,1,3,4,4,1,0,0.0,0
5931,Male,frequent,65,offline,second-class,276.8,3,3,2,5,3,5,4,5,4,5,5,33,37.0,0
44485,Male,non-frequent,44,online,second-class,761.6,0,2,3,2,2,2,1,2,1,4,2,0,0.0,0
96773,Male,frequent,43,online,first-class,2603.2000000000003,3,3,3,3,4,4,4,5,4,3,5,80,70.0,1
21153,Female,frequent,59,online,second-class,1526.4,3,4,3,2,2,3,1,1,1,2,4,62,42.0,0
23001,Male,frequent,22,offline,second-class,782.4000000000001,5,3,5,3,3,3,4,4,4,2,3,0,0.0,0
46794,Male,frequent,13,online,first-class,5651.200000000001,5,5,5,2,1,2,2,1,4,2,2,0,0.0,0
37202,Male,frequent,22,offline,handicapped-class,1902.4,4,4,4,1,4,1,5,2,5,5,1,39,41.0,0
24363,Male,frequent,18,offline,first-class,1070.4,4,2,2,1,2,1,4,5,5,5,1,0,0.0,0
13712,Male,frequent,35,offline,first-class,641.6,4,1,3,5,5,4,2,1,2,4,4,57,46.0,0
57964,Female,frequent,40,offline,second-class,3057.6000000000004,5,4,1,5,4,5,5,2,3,5,5,6,21.0,0
876,Female,non-frequent,20,online,second-class,214.4,3,5,3,4,5,4,1,1,4,4,4,0,0.0,0
66289,Female,frequent,9,offline,first-class,1363.2,4,3,2,5,3,5,4,5,4,4,5,0,4.0,0
26292,Female,non-frequent,28,online,second-class,1918.4,3,3,3,5,3,5,1,1,2,2,5,20,18.0,1
128373,Female,non-frequent,35,online,first-class,486.40000000000003,2,2,1,5,2,5,4,4,5,3,5,0,0.0,0
23957,Female,frequent,11,offline,second-class,1497.6000000000001,5,3,3,4,3,4,5,3,3,4,4,4,4.0,0
25055,Female,non-frequent,10,online,second-class,950.4000000000001,0,3,2,4,3,4,4,4,1,1,4,5,2.0,0
104903,Male,frequent,23,online,first-class,2504.0,3,3,3,1,1,1,3,3,4,4,1,21,28.0,0
22380,Female,non-frequent,36,online,second-class,232.0,5,3,2,2,3,2,5,4,2,4,2,0,2.0,0
110835,Male,frequent,55,offline,handicapped-class,1768.0,1,3,4,3,3,3,1,4,3,1,3,0,1.0,0
8589,Female,frequent,55,offline,second-class,174.4,5,2,4,4,5,5,2,2,4,1,2,0,0.0,0
45295,Female,frequent,26,online,first-class,355.20000000000005,2,2,2,5,5,5,4,4,5,3,5,0,0.0,1
697,Male,frequent,43,online,first-class,6252.8,4,4,4,3,5,5,5,5,5,5,3,11,7.0,1
63572,Male,frequent,10,offline,second-class,2779.2000000000003,5,2,5,3,2,3,4,4,4,5,3,0,0.0,0
48548,Male,frequent,28,offline,second-class,1465.6000000000001,1,4,2,4,4,4,1,4,3,4,4,0,0.0,0
48258,Male,frequent,14,offline,second-class,662.4000000000001,4,3,3,3,4,2,3,4,4,2,2,141,129.0,0
9493,Female,non-frequent,64,online,second-class,358.40000000000003,0,0,4,4,0,4,3,5,3,3,4,16,9.0,0
74713,Male,frequent,54,offline,second-class,1987.2,5,1,2,1,1,1,4,4,5,4,1,24,19.0,0
17287,Male,frequent,46,online,first-class,644.8000000000001,2,5,2,5,3,3,2,2,2,3,3,0,0.0,0
17159,Female,non-frequent,33,online,second-class,1028.8,3,4,1,4,4,4,1,1,5,3,4,0,0.0,0
100004,Male,non-frequent,37,online,first-class,352.0,3,3,2,2,3,2,3,2,5,3,2,14,21.0,0
54776,Male,frequent,31,offline,handicapped-class,1529.6000000000001,5,2,4,2,3,5,3,4,5,5,5,136,134.0,0
118861,Male,frequent,35,offline,handicapped-class,588.8000000000001,3,2,3,3,2,3,4,2,1,1,3,44,38.0,0
1104,Male,frequent,16,offline,second-class,566.4,1,4,4,5,4,5,2,4,3,3,5,0,12.0,0
58067,Female,frequent,42,online,first-class,2987.2000000000003,4,4,4,4,4,5,4,4,4,3,5,5,0.0,1
97377,Male,frequent,64,offline,second-class,1395.2,4,4,3,3,4,3,2,5,2,1,3,3,0.0,0
108819,Female,frequent,15,offline,handicapped-class,929.6,4,3,5,5,3,5,5,4,2,3,5,36,60.0,0
56452,Male,frequent,58,offline,second-class,1150.4,5,2,2,2,2,2,3,3,5,3,2,0,0.0,0
79273,Male,frequent,55,offline,second-class,3926.4,2,3,4,3,2,4,1,4,4,4,4,0,0.0,0
102474,Male,frequent,39,offline,second-class,377.6,3,1,4,4,1,4,4,4,4,3,4,1,0.0,0
20768,Female,frequent,21,online,first-class,854.4000000000001,3,3,3,4,4,4,2,5,3,2,4,0,0.0,1
123434,Male,frequent,11,offline,first-class,3673.6000000000004,4,3,4,3,3,3,5,2,3,3,3,0,8.0,0
47861,Female,non-frequent,22,online,second-class,1334.4,2,2,5,5,2,5,4,1,3,2,5,9,1.0,0
114719,Male,non-frequent,42,online,first-class,473.6,3,3,4,4,3,4,5,4,4,3,4,13,0.0,0
63261,Male,frequent,39,online,first-class,539.2,4,4,4,3,3,3,1,1,1,3,4,36,19.0,0
118274,Male,frequent,40,offline,first-class,1022.4000000000001,4,3,4,4,3,3,4,3,4,1,4,10,0.0,0
77427,Male,frequent,26,offline,second-class,940.8000000000001,5,3,3,3,3,3,4,4,4,5,3,0,0.0,0
40239,Male,frequent,35,online,second-class,740.8000000000001,4,4,4,4,4,4,3,1,4,2,4,0,0.0,1
45067,Male,frequent,49,offline,second-class,547.2,4,3,3,4,3,4,3,4,5,5,4,0,0.0,0
20985,Female,frequent,66,offline,second-class,1153.6000000000001,0,1,3,3,5,4,2,1,2,1,2,0,20.0,0
35773,Male,non-frequent,38,online,second-class,320.0,3,3,2,3,3,3,3,5,3,1,3,0,0.0,0
24845,Female,frequent,60,offline,second-class,1377.6000000000001,5,2,3,4,5,5,2,2,2,5,4,0,0.0,0
98766,Male,frequent,43,offline,second-class,2902.4,5,2,2,2,2,2,3,3,5,3,2,0,0.0,0
114138,Male,frequent,43,online,first-class,1454.4,2,2,2,4,4,5,5,5,5,3,5,0,0.0,1
25649,Female,frequent,18,offline,second-class,841.6,4,3,3,5,3,5,4,4,5,5,5,4,0.0,0
80142,Male,frequent,46,online,first-class,4137.6,5,5,5,4,4,4,5,4,5,4,4,0,0.0,1
89778,Female,frequent,48,offline,second-class,1616.0,4,2,3,4,3,4,2,2,2,4,4,0,5.0,0
49353,Female,non-frequent,21,online,second-class,334.40000000000003,4,1,4,4,1,3,1,5,4,2,4,0,0.0,0
92763,Female,frequent,27,online,handicapped-class,2041.6000000000001,3,4,3,1,1,1,1,3,4,3,1,0,0.0,0
66763,Male,frequent,23,offline,second-class,1564.8000000000002,5,2,1,3,2,5,4,5,5,4,3,32,17.0,0
46126,Male,frequent,21,online,first-class,6304.0,4,4,4,3,3,3,4,4,1,3,3,115,95.0,1
119174,Male,non-frequent,39,online,first-class,529.6,2,2,3,4,2,3,5,4,4,3,4,0,0.0,0
93158,Male,non-frequent,37,online,second-class,1065.6000000000001,1,1,4,4,1,4,3,4,4,4,4,16,9.0,0
21387,Female,frequent,36,offline,first-class,638.4000000000001,4,3,1,5,4,5,3,3,3,4,4,96,90.0,0
48786,Female,frequent,53,online,first-class,4051.2000000000003,3,3,3,2,2,2,1,2,1,3,1,91,79.0,0
78646,Female,frequent,27,online,first-class,3475.2000000000003,2,2,2,2,2,2,4,2,4,3,2,0,0.0,0
46013,Male,frequent,44,online,first-class,3910.4,4,4,4,5,4,3,4,4,4,4,1,0,4.0,0
71785,Male,frequent,59,online,first-class,2953.6000000000004,4,4,4,4,4,4,5,3,4,4,4,177,173.0,1
27790,Male,frequent,48,online,second-class,2316.8,1,1,1,2,2,2,1,2,2,2,2,0,0.0,0
105782,Male,frequent,52,offline,second-class,1480.0,5,1,5,5,1,2,2,5,3,3,5,65,66.0,0
89374,Female,frequent,50,offline,first-class,241.60000000000002,5,3,2,4,5,4,5,3,4,5,5,0,6.0,0
12593,Female,frequent,46,online,second-class,867.2,2,2,2,2,3,2,3,3,3,1,3,105,111.0,0
90754,Male,non-frequent,39,online,first-class,432.0,3,3,4,1,3,1,3,1,4,1,1,0,0.0,0
75027,Female,frequent,62,online,second-class,377.6,1,3,3,5,4,4,3,3,3,1,3,0,0.0,0
17354,Male,frequent,45,online,second-class,260.8,5,5,5,2,2,2,4,2,4,1,2,32,27.0,0
120267,Female,frequent,53,online,first-class,2521.6000000000004,3,3,3,4,4,4,5,5,5,3,3,3,8.0,1
73471,Female,frequent,47,offline,second-class,1792.0,2,2,3,2,4,2,4,4,4,2,2,1592,1584.0,0
52501,Male,frequent,30,online,first-class,3614.4,3,3,3,1,1,1,4,5,4,2,1,0,12.0,0
96263,Female,frequent,62,offline,second-class,873.6,3,4,2,5,1,5,3,4,3,4,4,8,7.0,0
126052,Female,frequent,42,online,first-class,5372.8,5,5,5,3,4,4,4,4,4,5,5,0,0.0,1
123929,Female,frequent,39,offline,second-class,870.4000000000001,3,2,2,3,2,5,1,1,3,4,3,0,30.0,0
35987,Female,non-frequent,15,online,second-class,1161.6000000000001,4,4,2,4,2,2,5,1,1,2,2,114,99.0,0
100967,Male,frequent,30,offline,second-class,1827.2,5,4,4,5,4,5,5,4,5,5,5,0,0.0,0
6365,Female,frequent,37,online,second-class,504.0,5,5,5,2,2,2,4,4,3,2,2,153,227.0,0
18508,Female,frequent,33,online,first-class,488.0,0,0,4,2,3,4,5,0,3,2,4,1,0.0,0
19276,Female,frequent,59,online,first-class,688.0,1,4,4,1,3,3,1,1,1,1,1,0,0.0,0
68676,Male,non-frequent,38,online,second-class,280.0,3,2,2,1,2,2,3,4,3,3,1,0,0.0,0
54115,Male,frequent,10,offline,first-class,2240.0,1,2,4,4,2,4,4,5,4,3,4,0,0.0,0
8823,Female,frequent,44,offline,second-class,835.2,5,1,4,3,4,5,5,1,5,3,3,0,13.0,0
125295,Male,frequent,49,online,first-class,1084.8,4,4,4,4,3,3,3,3,3,1,4,0,0.0,0
45675,Female,non-frequent,28,online,second-class,1433.6000000000001,2,2,5,2,2,1,3,3,1,1,2,2,8.0,0
