ids,bod,ammonium,silicon_dixoide,potassium_dichromate,oxygen_saturation,conduct,nitrogen_dioxide,hardness,nitrate,carbon_dioxide,potassium_permanganate,chlorine,phosphate,oxygen,standard_ph,standard_temperature,38100,57500,55800,59300,29600,33400,25400,19400,50390,37880,17300,49700,34500,30400
148,0.495711213946979,0.042189738928266,0.242568078501731,0.7124912237238559,6.556705706773901,2.62945989351657,0.057578154968577995,3.86167147051512,0.12271282868099,0.0,0.5405212738783111,0.196674695032387,0.02105116159518,6.42073179272593,25.523727470377196,2.25962039504358,0,1,1,0,0,0,1,0,0,0,0,0,0,0
149,0.150483761376762,0.059065634499571994,0.173262913215522,0.516436591692459,5.8534066560812485,2.10914274144262,0.0,3.3888137394316398,0.030678207170248,0.0,0.31079973248002896,0.21737729450948,0.02105116159518,5.05373728201654,26.4245649105082,3.4089100787295403,0,0,1,1,0,0,0,0,0,0,0,0,1,1
150,0.07966787367005,0.09281742564218501,0.138610330572418,0.25821829584623,4.50467493228458,2.8431615809755098,0.057578154968577995,3.66464741589701,0.09203462151074199,0.0,0.31079973248002896,0.26913379320221303,0.02105116159518,4.22525576037448,25.223448323666897,2.62973063216279,1,0,1,1,0,0,1,0,0,0,0,1,0,0
151,0.07966787367005,0.029532817249785997,0.207915495858627,0.224745553792089,5.60858736628318,2.3135530511859503,0.0,3.34940892850802,0.061356414340495,0.0,0.37836489171481796,0.227728594248027,0.04210232319036,5.09516135809864,25.523727470377196,2.9219229246253198,0,1,1,1,0,0,0,0,1,0,0,1,0,0
152,0.212447663120134,0.11813126899914501,0.415830991717254,0.459054748171075,4.06845147046256,2.60158576036975,0.057578154968577995,3.74345703774425,0.306782071702475,0.0,0.324312764326987,0.289836392679307,0.02105116159518,4.88804097768813,24.0223317368256,0.662302529581739,0,0,1,1,1,0,1,0,0,0,0,0,0,0
153,0.088519859633389,0.029532817249785997,0.10395774792931299,0.272563756726576,5.5195621699929704,2.50867198321368,0.057578154968577995,3.34940892850802,0.09203462151074199,0.0,0.432417019102649,0.382998090326227,0.02105116159518,4.22525576037448,24.6228900302463,4.7140356517288495,0,0,1,1,1,0,1,1,0,0,0,1,0,0
154,0.22129964908347305,0.029532817249785997,0.45048357436035796,0.315600139367614,5.408280674630211,1.9047324316992802,0.115156309937155,2.9947656301954,0.951024422277672,0.0,0.324312764326987,0.196674695032387,0.02105116159518,5.26085766242705,26.4245649105082,2.31805885353609,0,0,0,1,0,1,1,1,0,0,0,0,0,0
155,0.177039719266778,0.025313843356960002,0.589093904932776,0.272563756726576,4.95425217355014,2.1741823854518603,0.9788286344658192,3.11298006296627,0.8283115935966819,0.0,0.256747605092198,0.18632339529383998,0.04210232319036,4.76376874944182,25.523727470377196,2.4154562843569303,0,1,0,0,0,0,0,0,0,0,0,1,0,0
156,0.203595677156795,0.029532817249785997,0.38117840907414896,0.286909217606922,5.48840335129139,2.2299306517454998,0.115156309937155,3.34940892850802,0.8896680079371769,0.0,0.28377366878611304,0.1552694960782,0.02105116159518,5.79937065149439,25.223448323666897,1.6362768377901795,0,1,1,0,0,0,0,0,0,0,0,0,0,0
157,0.141631775413423,0.050627686713919005,0.45048357436035796,0.253436475552781,6.00920074958912,2.6387512712321697,0.115156309937155,3.54643298312613,1.13509366529916,0.0,0.256747605092198,0.165620795816747,0.08420464638072099,5.178009510262839,25.8240066170876,3.42838956489371,0,0,1,1,1,0,1,0,1,0,0,1,0,0
158,0.09737184559672801,0.10547434732066499,0.519788739646567,0.306036498780717,4.78065304078423,2.50867198321368,0.115156309937155,3.7828618486678796,1.04305904378841,0.0,0.28377366878611304,0.258782493463667,0.02105116159518,4.5152242929492,24.6228900302463,2.5712921736702796,1,1,1,0,0,0,1,1,1,0,0,1,1,0
159,0.141631775413423,0.037970765035438996,0.519788739646567,0.301254678487268,5.28809665963842,2.2763875403235296,0.115156309937155,3.62524260497338,1.07373725095866,0.0,0.202695477704367,0.175972095555293,0.12630696957108098,5.178009510262839,25.8240066170876,2.25962039504358,0,1,1,0,0,0,0,1,0,0,0,1,1,1
160,0.115075817523406,0.10125537342783801,0.762356818148299,0.16258188997725598,4.7405917024536395,2.76883055925066,0.115156309937155,3.54643298312613,1.01238083661817,0.0,0.22972154139828196,0.258782493463667,0.06315348478554,5.01231320593443,24.923169176956602,1.6362768377901795,0,1,1,1,0,1,0,0,1,0,0,1,1,0
161,0.12392780348674501,0.067503582285226,0.727704235505194,0.2343091943789861,5.05217988946937,2.55512887179172,0.115156309937155,3.34940892850802,0.9203462151074241,0.0,0.256747605092198,0.20702599477093306,0.06315348478554,4.5152242929492,25.523727470377196,3.07775881393867,0,1,1,1,1,0,0,1,1,0,0,1,1,0
162,0.141631775413423,0.067503582285226,0.658399070218985,0.306036498780717,5.24803532130783,2.54583749407611,0.17273446490573302,3.5858377940497594,1.1964500796396498,0.0,0.28377366878611304,0.34159289137203996,0.06315348478554,5.426553966755461,26.1242857637979,1.8115922132677,0,1,1,0,1,0,0,1,1,0,0,0,0,0
163,0.16818773330343895,0.042189738928266,0.48513615700346296,0.119545507336217,6.06706712717775,2.3600099397639904,0.403047084780043,3.42821855035526,0.7669551792561871,0.0,0.22972154139828196,0.26913379320221303,0.04210232319036,5.509402118919669,25.523727470377196,2.9219229246253198,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,0.106223831560067,0.029532817249785997,0.589093904932776,0.24387283496588397,4.994313511880732,2.59229438265414,0.115156309937155,3.3888137394316398,0.9817026294479192,0.0,0.31079973248002896,0.40370068980332,0.02105116159518,4.5566483690313,25.223448323666897,2.88296395229698,0,1,0,0,1,1,1,1,0,0,0,1,0,1
165,0.230151635046812,0.033751791142613,0.589093904932776,0.301254678487268,5.82669909719419,2.48079785006687,0.23031261987431,4.13750514698049,1.13509366529916,0.0,0.24323457324524,0.18632339529383998,0.10525580797590099,5.467978042837559,26.1242857637979,2.62973063216279,0,1,0,0,0,0,0,1,0,0,1,1,0,0
166,0.19474369119345605,0.037970765035438996,0.45048357436035796,0.35385470171520395,5.89346799441185,2.4900892277824704,0.806094169560086,3.5070281722025096,0.8896680079371769,0.0,0.4729561146435221,0.26913379320221303,0.04210232319036,5.13658543418074,25.8240066170876,3.3115126479087,0,0,0,0,0,0,1,1,0,0,0,1,1,0
167,0.150483761376762,0.08859845174935901,0.831661983434508,0.24387283496588397,4.06845147046256,3.0104063798564202,0.115156309937155,4.09810033605687,1.74865780870411,0.0,0.256747605092198,0.40370068980332,0.12630696957108098,4.43237614078499,24.322610883536,1.40252300382015,0,0,0,1,0,0,0,0,0,1,0,1,0,0
168,0.239003621010151,0.037970765035438996,0.277220661144836,0.430363826410383,3.467531395503649,2.3414271843327703,0.115156309937155,3.3888137394316398,0.951024422277672,0.0,0.24323457324524,0.26913379320221303,0.14735813116626098,3.3967742387324305,23.1214942966947,2.25962039504358,0,0,0,0,0,1,0,1,0,0,0,1,0,0
169,0.212447663120134,0.037970765035438996,0.554441322289672,0.41601836553003707,4.5135774519136,2.11843411915822,0.17273446490573302,3.2705993066607704,0.61356414340495,0.0,0.27026063693915603,0.258782493463667,0.02105116159518,4.39095206470289,24.923169176956602,2.31805885353609,1,0,0,0,0,0,1,0,0,1,0,1,0,0
170,0.24785560697349002,0.042189738928266,0.69305165286209,0.263000116139678,4.78065304078423,2.3971754506264102,0.17273446490573302,3.34940892850802,1.1657718724694,0.0,0.29728670063307105,0.227728594248027,0.08420464638072099,4.5152242929492,24.923169176956602,2.5712921736702796,0,0,0,0,0,0,0,1,0,1,0,1,0,1
171,0.22129964908347305,0.046408712821093,0.554441322289672,0.377763803182447,4.61150516783283,2.1927651408830697,0.115156309937155,3.11298006296627,1.1044154581289098,0.0,0.28377366878611304,0.20702599477093306,0.08420464638072099,4.5566483690313,24.322610883536,2.18170245038691,1,0,0,1,0,0,0,1,0,1,0,1,1,0
172,0.3363754666068789,0.12235024289197098,0.38117840907414896,1.1906732530687298,5.7020638223879025,2.40646682834202,0.115156309937155,3.3888137394316398,1.01238083661817,0.0,0.256747605092198,0.34159289137203996,0.04210232319036,4.76376874944182,24.6228900302463,3.74006134352041,0,1,1,0,0,0,1,1,1,1,0,1,0,0
173,1.8146571224844799,0.19829177296285,0.7970094007914029,1.91272811737948,10.5806445790914,2.18347376316747,0.518203394717198,2.9553608192717795,0.337460278872722,0.0,2.8242236560141802,0.238079893986573,0.12630696957108098,8.491935596831059,27.92596064405981,4.16861003913212,0,0,0,0,0,0,0,0,0,1,0,0,0,1
174,0.690454905140436,0.05484666060674599,0.519788739646567,0.592945716387639,6.814878776015509,2.35071856204838,0.23031261987431,3.2705993066607704,0.8896680079371769,0.0,0.31079973248002896,0.21737729450948,0.04210232319036,5.509402118919669,24.6228900302463,4.09069209447545,0,0,0,0,0,0,1,0,0,1,0,1,0,1
175,0.424895326240268,0.037970765035438996,0.277220661144836,0.569036614920395,6.82823255545904,2.0905599860114,0.287890774842888,3.07357525204265,0.61356414340495,0.0,0.49998217833743797,0.30018769241785304,0.189460454356621,5.88221880365859,25.223448323666897,3.42838956489371,1,0,0,0,1,1,0,1,0,1,0,1,0,1
176,0.265559578900168,0.219386642426983,0.48513615700346296,0.277345577020024,5.24803532130783,2.80599607011308,0.17273446490573302,4.295124390674991,1.77933601587435,0.0,0.29728670063307105,0.5900240850971601,0.21051161595180198,6.33788364056172,25.223448323666897,0.623343557253402,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,0.230151635046812,0.177196903498717,0.762356818148299,0.253436475552781,4.29101446118808,2.91749260270036,0.057578154968577995,3.4676233612788905,1.13509366529916,0.0,0.256747605092198,0.24843119372512,0.08420464638072099,4.14240760821028,23.7220525901153,2.3764973120285897,0,0,0,0,0,0,1,1,0,1,1,0,0,1
178,0.177039719266778,0.029532817249785997,0.727704235505194,0.39210926406279295,4.40674721636535,1.8675669208368504,0.17273446490573302,3.5070281722025096,1.6873013943636102,0.0,0.22972154139828196,0.258782493463667,0.06315348478554,4.14240760821028,24.322610883536,2.61025114599862,1,0,1,0,0,0,1,1,0,1,0,1,0,0
179,0.177039719266778,0.07594153007087899,0.9702723140069259,0.191272811737948,5.0210210707678,2.973240868994,0.17273446490573302,3.86167147051512,1.9327270517255903,0.0,0.256747605092198,0.3105389921564,0.02105116159518,4.30810391253869,24.6228900302463,3.46734853722205,1,0,1,0,0,0,0,1,0,0,1,1,0,0
180,0.141631775413423,0.11391229510631802,0.727704235505194,0.11476368704276899,4.1307691078657,2.99182362442521,0.115156309937155,3.7040522268206297,1.8713706373851002,0.0,0.22972154139828196,0.486511087711693,0.04210232319036,3.7281668473892497,24.322610883536,2.98036138311783,1,1,1,0,0,0,1,1,1,0,1,0,1,0
181,0.185891705230117,0.029532817249785997,1.0742300619362402,0.253436475552781,4.75839674171168,2.9825322467096003,0.17273446490573302,3.74345703774425,1.77933601587435,0.0,0.37836489171481796,0.3105389921564,0.02105116159518,4.18383168429238,24.6228900302463,3.23359470325202,1,0,0,0,0,1,1,1,0,0,1,1,0,1
182,0.16818773330343895,0.10969332121349196,1.24749297515176,0.29647285819381897,4.23759934341396,3.14977704559052,0.115156309937155,3.94048109236237,2.05543988040658,0.0,0.256747605092198,0.34159289137203996,0.04210232319036,4.39095206470289,24.322610883536,1.7921127271035302,1,1,1,1,0,0,1,1,1,0,1,1,1,0
183,0.212447663120134,0.046408712821093,0.7970094007914029,0.502091130812113,5.310352958710982,2.8338702032598997,0.17273446490573302,4.01929071420962,2.17815270908757,0.0,0.29728670063307105,0.382998090326227,0.168409292761441,4.929465053770231,24.0223317368256,2.72712806298363,1,0,0,0,1,1,1,1,0,0,1,0,1,1
184,0.141631775413423,0.09703639953501199,0.9356197313638208,0.4016729046496911,4.17528170601081,3.02898913528763,0.17273446490573302,4.05869552513324,2.4542565736198,0.0,0.21620850955132506,0.414051989541867,0.06315348478554,4.34952798862079,24.6228900302463,1.75315375477519,1,1,1,0,0,1,1,1,1,0,1,1,1,0
185,0.292115536790184,0.080160503963705,0.727704235505194,0.239091014672435,5.3504142970415725,2.69449953752581,0.115156309937155,4.17690995790411,2.63832581664128,0.0,0.21620850955132506,0.507213687188787,0.06315348478554,6.13076326015121,24.923169176956602,1.0129332805367801,0,0,0,0,0,0,0,1,0,0,1,1,0,0
186,0.141631775413423,0.029532817249785997,0.866314566077612,0.377763803182447,5.0210210707678,2.9825322467096003,0.23031261987431,3.90107628143875,2.05543988040658,0.0,0.37836489171481796,0.486511087711693,0.02105116159518,4.30810391253869,24.322610883536,3.46734853722205,1,0,0,0,1,0,1,1,0,0,1,0,0,1
187,0.185891705230117,0.042189738928266,1.00492489665003,0.18649099144449904,4.53583375098616,2.973240868994,0.17273446490573302,4.25571957975136,2.6996822309817796,0.0,0.202695477704367,0.4451058887575071,0.10525580797590099,4.88804097768813,24.6228900302463,1.4804409484768302,0,0,0,0,0,1,1,1,1,0,1,0,0,0
188,0.177039719266778,0.029532817249785997,0.727704235505194,0.40645472494313895,4.94089839410661,1.84898416540564,0.17273446490573302,3.4676233612788905,1.77933601587435,0.0,0.27026063693915603,0.258782493463667,0.06315348478554,4.30810391253869,24.923169176956602,3.3115126479087,1,0,0,0,1,0,1,0,0,0,0,0,0,0
189,0.4425992981669461,0.10125537342783801,1.03957747929313,1.4345460880346101,4.0862565097206005,2.76883055925066,0.345468929811465,3.7828618486678796,1.31916290832064,0.0,2.1350590318193303,0.35194419111058706,0.04210232319036,3.7281668473892497,23.1214942966947,2.88296395229698,0,0,0,0,0,0,0,1,0,1,0,0,0,0
190,0.115075817523406,0.11813126899914501,0.866314566077612,0.215181913205191,4.14412288730924,3.49355802106795,0.17273446490573302,4.09810033605687,2.05543988040658,0.0,0.3378257961739439,0.37264679058767997,0.06315348478554,3.6867427713071503,23.1214942966947,3.11671778626701,0,0,0,0,1,0,1,1,1,0,0,1,0,0
191,0.106223831560067,0.10969332121349196,1.10888264457934,0.29647285819381897,4.4423572948814405,3.18694255645294,0.115156309937155,3.7040522268206297,2.05543988040658,0.0,0.256747605092198,0.32089029189494706,0.06315348478554,4.63949652119551,24.6228900302463,1.7336742686110205,1,0,1,0,0,0,1,1,0,0,0,0,0,0
192,0.12392780348674501,0.046408712821093,0.48513615700346296,0.3395092408348581,4.18863548545434,2.74095642610384,0.17273446490573302,4.13750514698049,2.30086553776856,0.0,0.29728670063307105,0.4244032892804129,0.4631255550939629,4.0181353799639705,23.7220525901153,2.4349357705211,1,1,1,0,0,1,1,1,0,0,1,1,1,0
193,0.16818773330343895,0.10125537342783801,0.831661983434508,0.31081831907416496,4.994313511880732,2.92678398041597,0.23031261987431,4.05869552513324,2.48493478079005,0.0,0.37836489171481796,0.414051989541867,0.06315348478554,5.05373728201654,25.8240066170876,1.98690758874522,0,1,1,0,0,1,1,1,1,0,1,1,1,1
194,0.38063539642357397,0.063284608392399,0.45048357436035796,0.306036498780717,4.38894217710731,2.90820122498475,0.23031261987431,4.373934012522232,2.76103864532227,0.0,0.27026063693915603,0.538267586404427,0.02105116159518,5.302281738509151,24.0223317368256,0.623343557253402,0,1,1,0,1,0,1,1,1,0,0,1,0,0
195,0.292115536790184,0.147664086248931,1.03957747929313,0.4016729046496911,4.19308674526885,3.38206148848067,0.23031261987431,4.610362878063969,2.60764760947104,0.0,0.351338828020902,0.703888382221173,0.21051161595180198,4.473800216867099,24.0223317368256,1.5583588931335,0,1,1,0,0,0,0,0,1,0,0,1,0,0
196,0.433747312203607,0.084379477856532,1.00492489665003,0.5260002322793571,3.79692462177742,2.71308229295702,0.345468929811465,4.13750514698049,2.27018733059831,0.155396203392399,0.432417019102649,0.693537082482627,0.27366510073734196,3.60389461914294,24.0223317368256,2.53233320134194,1,0,0,1,1,0,1,1,0,1,1,1,0,1
197,0.601935045507047,0.10547434732066499,1.0742300619362402,1.0233095427980199,3.6322280086405296,3.17765117873733,0.23031261987431,4.25571957975136,1.96340525889584,0.42733955932909706,1.18914680253228,0.5486188861429729,0.08420464638072099,3.31392608656822,22.520936003274002,2.88296395229698,1,0,1,0,0,0,1,1,0,0,0,1,0,0
198,0.8851985963338921,0.11813126899914501,0.6237464875758809,1.3580369633394298,3.191553287004,3.1126115347280896,0.287890774842888,4.41333882344586,1.9940834660660904,0.699282915265795,1.40535531208361,0.5486188861429729,0.23156277754698198,3.2310779344040097,23.1214942966947,1.98690758874522,1,0,0,0,0,0,1,1,0,0,0,1,0,0
199,0.424895326240268,0.286890224712209,1.00492489665003,0.382545623475896,4.35778335840574,3.3913528661962795,0.287890774842888,4.13750514698049,2.27018733059831,0.0,0.445930050949607,0.6003753848357071,0.31576742392770196,3.76959092347135,24.322610883536,3.38943059256537,1,1,0,1,0,0,1,1,1,0,1,1,1,1
200,0.531119157800335,0.316423041961995,0.9702723140069259,0.47818202934487,2.59063321204509,3.77229935253613,0.345468929811465,4.689172499911219,2.2088309162578197,1.3597167796834901,0.743216751582678,0.7349422814368131,0.35786974711806296,2.27832418451565,22.520936003274002,3.23359470325202,1,0,0,1,0,0,1,1,1,0,0,0,0,1
201,0.451451284130285,0.189853825177197,1.17818780986555,0.35863652200865204,3.3339936010683298,3.2798563336089996,0.518203394717198,4.41333882344586,2.27018733059831,0.815830067810094,0.432417019102649,0.486511087711693,0.25261393914216196,2.89968532574719,23.421773443404998,3.33099213407287,1,1,0,1,0,0,1,1,1,1,1,1,0,1
202,0.57537908761703,0.3501748331046081,1.00492489665003,1.51583703302324,2.92002643831886,3.36347873304946,8.06094169560086,4.84679174360572,2.08611808757683,0.271943355936698,1.4729204713183999,0.703888382221173,0.673637171045765,2.7754130975008797,22.8212151499843,2.51285371517778,1,0,0,1,0,0,0,1,0,0,0,1,0,1
203,0.22129964908347305,0.22360561631981,1.2821455577948702,0.6455457396155739,4.09515902934962,3.65151144223325,0.115156309937155,4.53155325621673,1.9940834660660904,0.0,0.5675473375722271,0.476159787973147,0.421023231903603,4.22525576037448,24.322610883536,1.83107169943187,1,1,1,0,0,0,1,1,1,0,1,1,0,0
204,0.460303270093624,0.18563485128437002,0.658399070218985,0.7459639657779971,3.2583221842216497,3.54930628736158,0.633359704654353,4.689172499911219,2.48493478079005,1.3597167796834901,0.459443082796565,0.9005630772535601,0.336818585522882,3.0239575539934997,23.1214942966947,2.72712806298363,1,0,0,0,0,0,1,1,0,1,1,1,1,1
205,0.230151635046812,0.16032100792741102,0.9702723140069259,0.8081276295928299,3.76576580307585,3.5028493987835496,0.23031261987431,4.5709580671403485,2.85307326683302,0.0,0.432417019102649,0.5486188861429729,0.189460454356621,3.8938631517176603,24.322610883536,1.8115922132677,1,1,1,0,1,1,0,1,1,0,0,1,1,0
206,0.22129964908347305,0.13500716457045098,0.9356197313638208,0.277345577020024,3.5343002927212996,2.65733402666338,0.4606252397486211,4.01929071420962,1.9940834660660904,0.155396203392399,0.3378257961739439,0.455457188496053,0.7788929790216659,3.2725020104861198,24.0223317368256,2.7466075491477997,1,0,0,0,1,0,1,0,0,1,0,1,0,1
207,0.4425992981669461,0.147664086248931,1.14353522722245,1.20023689365562,3.75686328344683,3.02898913528763,0.633359704654353,4.13750514698049,1.5952667728528702,0.42733955932909706,0.945912229287045,0.49686238745024,0.08420464638072099,3.31392608656822,22.8212151499843,3.19463573092368,0,0,0,0,0,0,1,1,0,1,0,1,0,0
208,0.504563199910318,0.19829177296285,0.346525826431045,0.65989120049592,2.8666113205447297,2.95465811356278,0.403047084780043,4.295124390674991,1.6873013943636102,0.543886711873396,1.70264201271668,0.37264679058767997,0.378920908713243,2.89968532574719,22.8212151499843,1.98690758874522,1,0,0,0,0,1,1,1,0,0,0,1,1,0
209,0.451451284130285,0.28267125081938205,0.762356818148299,0.602509356974536,2.37252148113407,3.65151144223325,1.15156309937155,4.45274363436948,1.1964500796396498,0.9712262712024928,0.662138560500931,0.9109143769921072,0.673637171045765,1.9883556519409296,22.8212151499843,3.7011023711920696,1,0,0,0,0,0,1,1,1,0,0,1,0,1
210,0.292115536790184,0.189853825177197,0.866314566077612,0.196054632031397,3.6722893469711297,3.51214077649916,0.575781549685776,4.33452920159861,2.1167962947470804,0.699282915265795,0.391877923561776,0.49686238745024,0.35786974711806296,3.18965385832191,23.1214942966947,3.35047162023703,1,0,0,1,0,1,1,1,1,0,0,1,1,1
211,0.566527101653691,0.375488676461567,1.00492489665003,0.970709519570086,2.39032652039212,3.33560459990264,1.78492280402591,4.689172499911219,1.74865780870411,0.271943355936698,1.28373802546099,0.9005630772535601,1.01045575656865,2.2369001084335496,23.7220525901153,2.64921011832696,1,0,0,1,0,0,0,1,0,0,1,1,1,1
212,0.19474369119345605,0.219386642426983,1.24749297515176,0.13389096821656402,3.9571699750997995,3.67009419766446,0.17273446490573302,4.610362878063969,2.33154374493881,0.0,0.36485185986786,0.46580848823459997,0.25261393914216196,4.0595594560460695,24.0223317368256,1.8700306717602104,1,0,1,0,0,0,0,1,0,1,1,0,0,0
213,0.424895326240268,0.18563485128437002,0.9702723140069259,0.5403456931597029,3.37405493939893,3.10332015701248,1.9000791139630602,4.295124390674991,1.77933601587435,0.0,0.37836489171481796,0.6521318835284399,0.35786974711806296,2.9411094018293,22.8212151499843,3.3115126479087,1,0,0,0,0,0,1,1,0,1,0,1,0,1
214,0.274411564863507,0.164539981820237,0.866314566077612,0.798563989005933,3.84588847973704,3.5678890427928,0.518203394717198,4.689172499911219,2.76103864532227,0.0,0.432417019102649,0.6107266845742529,0.27366510073734196,3.9767113038818596,24.322610883536,1.8115922132677,1,0,1,0,1,1,1,1,0,0,0,1,1,1
215,0.566527101653691,0.126569216784798,1.14353522722245,0.946800418102842,4.3800396574782905,3.2426908227465803,0.863672324528664,4.373934012522232,1.5645885656826202,0.0,1.28373802546099,0.507213687188787,1.15781388773491,3.6867427713071503,22.8212151499843,3.66214339886373,1,0,0,0,0,1,1,1,0,1,0,1,0,1
216,0.522267171836996,0.172977929605891,0.6237464875758809,1.13807322984079,3.63667926845504,3.2798563336089996,0.575781549685776,4.76798212175847,1.65662318719336,0.699282915265795,1.70264201271668,0.393349390064773,1.59988828123369,3.6453186952250403,23.421773443404998,2.0648255334018897,0,0,0,0,0,0,0,1,0,1,0,1,0,0
217,0.203595677156795,0.15188306014175798,0.727704235505194,0.58816389609419,4.23759934341396,3.8280476188297694,0.345468929811465,4.72857731083485,2.33154374493881,0.0,0.864834038205298,0.9730221754233872,0.842046463807206,3.35535016265032,24.0223317368256,4.324445928445471,1,0,1,0,1,1,0,1,0,1,0,1,0,1
218,0.300967522753523,0.07594153007087899,0.277220661144836,0.7842185281255859,4.50022367247007,3.6050545536552203,1.15156309937155,4.80738693268209,2.82239505966277,0.0,0.554034305725269,1.16969687045577,0.4631255550939629,3.8938631517176603,24.0223317368256,3.38943059256537,1,0,0,0,1,1,0,1,0,0,0,1,1,1
219,0.345227452570218,0.32064201585482105,0.589093904932776,0.6694548410828179,4.5758950893167505,3.55859766507719,0.575781549685776,5.083220609147459,2.82239505966277,0.0,0.864834038205298,1.0972377722859499,0.378920908713243,5.21943358634495,24.322610883536,1.05189225286512,0,0,1,0,1,0,0,1,1,0,0,1,0,0
220,0.495711213946979,0.172977929605891,1.0742300619362402,0.7029275831369589,3.9571699750997995,3.61434593137083,5.469924722014871,4.76798212175847,1.90204884455534,0.42733955932909706,1.3107640891549,0.755644880913907,0.7578418174264849,3.35535016265032,22.8212151499843,3.5842254542070604,0,0,1,1,0,0,0,1,0,1,0,1,1,1
221,0.239003621010151,0.11813126899914501,1.10888264457934,0.430363826410383,4.722786663195599,3.34489597761825,0.518203394717198,4.53155325621673,2.33154374493881,0.0,0.459443082796565,0.765996180652454,0.29471626233252196,4.84661690160602,24.6228900302463,1.8700306717602104,0,0,1,0,0,0,0,1,1,0,0,1,0,1
222,0.424895326240268,0.10125537342783801,0.6237464875758809,0.894200394874906,3.6277767488260197,3.14048566787491,0.575781549685776,4.53155325621673,1.84069243021485,0.699282915265795,0.945912229287045,0.6417805837898929,1.24201853411563,3.60389461914294,23.421773443404998,2.14274347805857,1,0,1,0,0,1,0,1,0,1,0,1,1,0
223,0.5399711437636739,0.10547434732066499,1.4207558883672802,2.003582702955,4.81626311930032,3.69796833081128,1.09398494440297,5.20143504191833,2.2088309162578197,0.0,1.9593896178088799,0.9730221754233872,1.22096737252045,4.18383168429238,24.0223317368256,3.35047162023703,1,0,1,0,0,0,1,1,0,1,0,1,0,1
224,0.115075817523406,0.202510746855677,1.4554084710103898,0.200836452324845,4.48241863321203,3.8094648633985604,0.518203394717198,4.689172499911219,2.51561298796029,0.0,0.4189039872556911,0.6210779843128,1.26306969571081,4.5566483690313,24.6228900302463,1.94794861641688,0,0,1,0,0,1,0,1,1,1,1,1,0,0
225,0.318671494680201,0.10969332121349196,1.14353522722245,0.860727652820766,5.06998492872741,3.63292868680204,6.90937859622931,4.88619655452934,2.36222195210906,0.271943355936698,1.75669414010451,0.7970500798680942,0.842046463807206,4.14240760821028,23.421773443404998,3.97381517749044,1,0,1,0,0,0,1,1,0,1,0,1,1,1
226,0.41604334027692896,0.050627686713919005,1.10888264457934,0.425582006116934,4.37558839766378,3.4842666433523397,0.4606252397486211,5.00441098730021,2.17815270908757,0.42733955932909706,1.06752951590966,0.7970500798680942,0.35786974711806296,4.26667983645658,23.421773443404998,2.29857936737192,1,0,0,0,0,1,0,0,0,0,0,1,0,0
227,0.557675115690352,0.08859845174935901,1.14353522722245,1.05200046455871,3.8814985582531203,3.18694255645294,1.32429756427728,4.17690995790411,2.17815270908757,0.349641457632898,1.70264201271668,0.786698780129547,0.7999441406168459,3.3967742387324305,23.7220525901153,3.2725536755803595,1,0,0,0,0,0,1,1,0,1,1,1,0,1
228,0.486859227983641,0.080160503963705,0.69305165286209,1.05200046455871,4.20644052471238,3.2705649558934,0.575781549685776,4.84679174360572,2.9757860955140094,0.0,1.43238137577752,0.49686238745024,1.36832550368671,3.8938631517176603,24.0223317368256,2.7466075491477997,1,0,0,0,0,1,0,1,0,1,0,1,0,0
229,0.5399711437636739,0.10125537342783801,1.4554084710103898,1.16198233130803,3.8369859601080094,3.7258424639581,3.28195483320892,4.649767688987597,1.65662318719336,0.815830067810094,1.7837202037984299,0.6831857827440799,0.610483686260224,3.1482297822398104,23.421773443404998,3.9348562051621,1,0,0,0,0,0,1,0,0,1,0,1,0,0
230,0.292115536790184,0.08859845174935901,0.727704235505194,0.5260002322793571,6.22731248050013,3.92096139598583,0.17273446490573302,4.88619655452934,1.53391035851237,0.0,0.5810603694191839,0.952319575946293,1.0525580797590102,4.929465053770231,25.523727470377196,4.324445928445471,0,0,1,0,1,0,1,0,0,0,0,1,1,0
231,0.5399711437636739,0.21516766853415692,1.5247136362966,1.34847332275253,4.70498162393755,3.7258424639581,1.38187571924586,5.3196494746892,2.42357836644955,0.0,2.1080329681254097,1.03512997385467,1.26306969571081,3.8938631517176603,24.0223317368256,3.83745877434125,0,0,1,0,0,0,0,1,0,1,1,1,0,0
232,0.265559578900168,0.10969332121349196,1.10888264457934,0.47818202934487,4.36223461822025,3.9116700182702298,0.518203394717198,4.5709580671403485,1.9327270517255903,0.42733955932909706,0.6080864331131,0.672834483005534,0.378920908713243,3.2725020104861198,23.421773443404998,4.9477894856988796,1,0,0,0,0,1,1,1,0,0,0,1,1,0
233,0.185891705230117,0.10125537342783801,1.59401880158281,0.5403456931597029,3.67674060678564,4.21828548288523,0.575781549685776,4.72857731083485,2.4542565736198,0.699282915265795,0.689164624194847,0.9212656767306541,0.989404594973467,3.52104646697873,23.421773443404998,2.45441525668527,0,0,1,0,0,1,1,1,0,0,1,1,1,0
