,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef
8513,11,,161.0,86.0,2.0,2.0,1.0,1.0,53,13.0,13.0,4.0,6.0,6.0,13.0,4.0,9.0,0.0,1.0,0.0,0.0,2.846692984863518,3.3344131116408344,2.7869721530132345
8514,11,,171.0,337.0,1.0,1.0,1.0,0.0,83,7.0,20.0,3.0,6.0,14.0,12.0,7.0,9.0,1.0,2.0,0.0,0.0,2.1133806294015227,3.6229382218311823,3.834276284771334
8515,10,,480.0,181.0,3.0,0.0,0.0,0.0,3,23.0,10.0,12.0,0.0,11.0,8.0,6.0,3.0,3.0,2.0,0.0,0.0,1.9404179113241198,3.532555684718269,4.726659014763881
8516,0,,137.0,232.0,3.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,4.552945194203357,3.8157068038947166,1.892909380522183
8517,9,,125.0,122.0,1.0,0.0,0.0,0.0,24,8.0,13.0,4.0,4.0,5.0,13.0,4.0,5.0,0.0,2.0,1.0,0.0,3.3453698311007574,3.474419705890994,2.362605400005876
8518,10,,94.0,33.0,0.0,3.0,0.0,1.0,10,10.0,15.0,4.0,6.0,6.0,8.0,3.0,3.0,0.0,3.0,0.0,0.0,6.255853188365172,4.078182774693751,1.6530498140142145
8519,9,,320.0,77.0,0.0,1.0,0.0,1.0,99,20.0,15.0,7.0,4.0,9.0,9.0,9.0,3.0,2.0,2.0,0.0,0.0,4.420991549704422,3.6573657365736576,1.9593030731644596
8520,10,,318.0,127.0,1.0,0.0,1.0,0.0,0,10.0,13.0,3.0,3.0,12.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,2.005914877202006,3.51035103510351,4.4130127298444135
8521,11,,282.0,297.0,1.0,2.0,1.0,0.0,30,6.0,5.0,4.0,2.0,8.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,2.3057800285523053,3.649147523447997,3.3082930844446126
8522,11,,210.0,366.0,0.0,0.0,0.0,0.0,51,11.0,9.0,6.0,4.0,6.0,13.0,7.0,6.0,1.0,1.0,0.0,0.0,2.405675388967468,3.5229555905381327,3.2209879684920075
8523,11,,317.0,7.0,1.0,0.0,1.0,0.0,82,7.0,9.0,3.0,2.0,12.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,2.2726903636235685,3.575699505434414,3.444388506647275
8524,9,,367.0,81.0,1.0,0.0,1.0,0.0,64,13.0,9.0,7.0,2.0,15.0,7.0,9.0,3.0,2.0,0.0,1.0,1.0,1.9241824182418243,3.7778450619931108,4.43267153940525
8525,13,,218.0,478.0,4.0,4.0,2.0,2.0,-1,18.0,13.0,8.0,6.0,28.0,20.0,3.0,9.0,2.0,5.0,0.0,0.0,1.8740099513794506,3.974873738978519,4.448307831958591
8526,5,,168.0,60.0,3.0,3.0,2.0,3.0,-1,,,,,,,,,,,,,1.7873424367537343,4.001661122287527,4.984699462502081
8527,5,,185.0,184.0,1.0,3.0,1.0,2.0,-1,,,,,,,,,,,,,2.1112522874563484,3.610547390142741,3.8553302640507234
8528,13,,54.0,75.0,2.0,0.0,2.0,0.0,-1,18.0,8.0,8.0,3.0,9.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,1.079161948741903,15.70414802601329,50.81926074407855
8529,5,,237.0,13.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.129566243515363,3.5356913229656994,3.882127936743318
8530,13,,216.0,42.0,0.0,0.0,0.0,0.0,-1,9.0,2.0,2.0,0.0,16.0,22.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0770140856567756,3.481471229291357,4.14413762804852
8531,14,,449.0,469.0,1.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.4345071066960586,3.215578136761044,3.4691726270418837
8532,13,,259.0,323.0,3.0,0.0,1.0,0.0,-1,17.0,16.0,7.0,5.0,18.0,14.0,4.0,5.0,1.0,3.0,0.0,0.0,1.4654764457500338,4.92197951089839,8.034853616353635
8533,13,,277.0,136.0,1.0,3.0,0.0,0.0,-1,12.0,16.0,6.0,6.0,11.0,16.0,6.0,5.0,1.0,0.0,1.0,0.0,5.812181218121812,4.448097871011591,1.6309692193709167
8534,17,,473.0,103.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.3467934225601006,3.530393583503456,3.32632459023736
8535,13,,403.0,435.0,3.0,0.0,1.0,0.0,-1,12.0,9.0,5.0,1.0,15.0,17.0,5.0,2.0,2.0,0.0,0.0,0.0,1.798958627516033,4.1376048432868755,4.70727507533362
8536,14,,462.0,111.0,2.0,1.0,2.0,1.0,-1,,,,,,,,,,,,,1.9291223803959938,3.421653906281316,5.0157181890295846
8537,9,,474.0,363.0,0.0,2.0,0.0,1.0,81,17.0,6.0,6.0,3.0,6.0,17.0,12.0,2.0,1.0,0.0,0.0,0.0,1.887561461164476,3.7553578808507906,4.674432309585327
8538,17,,59.0,268.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,3.503070759522859,3.6869053766406763,2.206015405413812
8539,9,,260.0,408.0,1.0,1.0,0.0,0.0,70,15.0,5.0,7.0,3.0,13.0,14.0,5.0,4.0,2.0,3.0,0.0,0.0,1.9651718039176076,3.6985541130141644,4.333455772741391
8540,10,,310.0,479.0,2.0,1.0,1.0,0.0,1,14.0,14.0,6.0,1.0,15.0,15.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0798005856923716,3.566807767733295,4.018938329840332
8541,9,,430.0,410.0,1.0,3.0,1.0,2.0,97,12.0,11.0,5.0,7.0,9.0,4.0,15.0,3.0,0.0,0.0,0.0,0.0,2.276073088358398,3.4697469746974696,3.5405581374463972
8542,9,,356.0,485.0,1.0,0.0,0.0,0.0,18,6.0,15.0,1.0,5.0,13.0,12.0,1.0,3.0,1.0,2.0,0.0,0.0,2.7662646074834156,3.533549681091954,2.7359770387883415
8543,12,,155.0,414.0,1.0,2.0,1.0,0.0,-1,13.0,15.0,4.0,6.0,17.0,12.0,5.0,7.0,4.0,3.0,0.0,0.0,2.2972984653310413,3.4259711896023797,3.535841985770386
8544,12,,378.0,460.0,4.0,0.0,2.0,0.0,-1,26.0,9.0,12.0,3.0,6.0,8.0,10.0,1.0,1.0,1.0,0.0,0.0,1.1581801037246582,10.071131336736158,21.149375807145933
8545,19,,445.0,413.0,5.0,1.0,2.0,1.0,-1,11.0,12.0,6.0,3.0,15.0,19.0,6.0,4.0,2.0,2.0,0.0,0.0,1.7742099552420993,3.7004950495049505,5.6774718567747176
8546,19,,294.0,385.0,2.0,0.0,2.0,0.0,-1,21.0,9.0,7.0,0.0,15.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0,1.5761642275980356,4.236568815581981,7.168033493662404
8547,8,,6.0,365.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,10.146653763120671,4.81966053748232,1.420531526836894
8548,7,,73.0,80.0,1.0,1.0,1.0,0.0,15,16.0,11.0,4.0,3.0,9.0,13.0,6.0,3.0,0.0,1.0,0.0,0.0,3.0902922224995604,3.4224734711721516,2.536656808045242
8549,7,,134.0,369.0,2.0,1.0,0.0,1.0,65,13.0,17.0,4.0,1.0,8.0,10.0,7.0,6.0,2.0,2.0,0.0,0.0,6.280030093819181,3.782062852028485,1.705439482347062
8550,7,,66.0,409.0,2.0,0.0,1.0,0.0,75,18.0,9.0,6.0,1.0,17.0,10.0,11.0,1.0,3.0,2.0,0.0,0.0,2.170964349182171,3.453806919153453,3.848527709913848
8551,6,,117.0,49.0,1.0,2.0,0.0,1.0,-1,,,,,,,,,,,,,1.925742574257426,3.6680810938236688,4.585101367279585
8552,2,,494.0,472.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.6585465477240793,4.110753406629007,6.105079316775752
8553,16,,359.0,41.0,1.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,3.6037912797490934,3.196751493331152,2.382671920495268
8554,16,,35.0,345.0,3.0,0.0,2.0,0.0,-1,,,,,,,,,,,,,1.8334128030366776,3.5365831665133722,5.5002384091100325
8555,7,,288.0,70.0,1.0,0.0,0.0,0.0,68,11.0,7.0,1.0,1.0,13.0,9.0,5.0,5.0,2.0,1.0,0.0,0.0,2.2933002954474118,3.5097465391195177,3.459892184870661
8556,7,,65.0,252.0,1.0,0.0,1.0,0.0,17,13.0,6.0,5.0,2.0,5.0,15.0,8.0,5.0,0.0,3.0,0.0,0.0,2.281567080941755,3.392591050791653,3.610827902012169
8557,16,,28.0,344.0,1.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,5.671224265283671,3.531901232827909,1.816406348311496
8558,7,,476.0,491.0,0.0,3.0,0.0,1.0,28,27.0,10.0,1.0,5.0,11.0,14.0,15.0,2.0,0.0,2.0,0.0,0.0,1.5336865776017548,4.6505334933730635,6.995589744286715
8559,7,,52.0,64.0,0.0,3.0,0.0,3.0,94,14.0,16.0,4.0,8.0,11.0,17.0,4.0,4.0,2.0,1.0,0.0,0.0,2.619634913903792,3.4962050581715998,2.921900480892691
8560,7,,104.0,226.0,0.0,1.0,0.0,1.0,35,11.0,15.0,4.0,6.0,5.0,9.0,5.0,6.0,1.0,2.0,0.0,0.0,2.7300121316479475,3.3366814942363803,2.906957362402907
8561,7,,220.0,83.0,2.0,1.0,0.0,0.0,44,18.0,13.0,4.0,2.0,9.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1824442145707112,3.363150826123622,2.509814049345987
8562,18,,307.0,255.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,2.2168436601724686,3.2099093721954297,4.0424796156086185
8563,7,,254.0,290.0,3.0,0.0,1.0,0.0,31,31.0,10.0,13.0,1.0,11.0,6.0,11.0,7.0,1.0,1.0,0.0,0.0,1.6052615911449872,4.314140526202153,6.441112134469261
8564,12,,98.0,21.0,3.0,1.0,1.0,1.0,-1,17.0,6.0,6.0,3.0,11.0,12.0,7.0,3.0,1.0,2.0,0.0,0.0,2.0015644467504696,3.505178714065456,4.442496698885188
8565,12,,148.0,40.0,0.0,2.0,0.0,0.0,-1,10.0,12.0,2.0,4.0,14.0,13.0,9.0,6.0,2.0,4.0,0.0,0.0,7.9210923822136525,4.158573500662168,1.5545143800094294
8566,10,,36.0,436.0,0.0,0.0,0.0,0.0,16,13.0,7.0,4.0,1.0,14.0,12.0,7.0,6.0,2.0,1.0,0.0,0.0,2.0532767562470533,3.505594461885213,4.206713354262257
8567,9,,394.0,192.0,4.0,1.0,3.0,0.0,93,24.0,8.0,6.0,2.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.6832395168450855,4.031711417593019,5.956853619493685
8568,10,,158.0,432.0,4.0,0.0,1.0,0.0,8,22.0,4.0,12.0,3.0,9.0,16.0,9.0,3.0,0.0,3.0,0.0,0.0,1.6217354766559093,4.064349404458636,6.7872632911895465
8569,9,,438.0,95.0,3.0,1.0,1.0,0.0,32,10.0,5.0,5.0,2.0,13.0,13.0,5.0,1.0,0.0,2.0,0.0,0.0,1.7555579733797557,3.9576162405670794,5.327560323840299
8570,11,,360.0,85.0,0.0,1.0,0.0,1.0,27,19.0,5.0,3.0,2.0,4.0,10.0,6.0,2.0,0.0,3.0,0.0,0.0,2.704362851601802,3.3654293264377975,2.914702184504164
8571,11,,416.0,108.0,1.0,1.0,1.0,0.0,69,5.0,11.0,3.0,6.0,14.0,12.0,3.0,8.0,3.0,1.0,0.0,0.0,2.0215778944283374,3.739919104692424,4.033047899384533
8572,19,,459.0,262.0,0.0,1.0,0.0,0.0,-1,9.0,9.0,2.0,1.0,13.0,10.0,10.0,1.0,2.0,0.0,0.0,1.0,4.1385276408627805,3.2966212825500087,2.1504114212326213
8573,19,,423.0,384.0,4.0,0.0,0.0,0.0,-1,19.0,9.0,7.0,2.0,8.0,17.0,8.0,4.0,1.0,2.0,0.0,0.0,1.703209520073406,3.807174221340555,6.2417619470925425
8574,9,,291.0,120.0,1.0,3.0,1.0,0.0,37,10.0,13.0,3.0,6.0,16.0,21.0,3.0,7.0,2.0,2.0,0.0,0.0,2.3472786183112695,3.6174510308173673,3.2516413760156113
8575,19,,206.0,308.0,1.0,0.0,0.0,0.0,-1,11.0,12.0,3.0,3.0,9.0,24.0,8.0,7.0,1.0,4.0,0.0,0.0,2.7576106507085347,3.1199244588308237,3.0595388241437753
8576,11,,404.0,443.0,3.0,1.0,2.0,0.0,78,7.0,6.0,4.0,3.0,13.0,16.0,7.0,2.0,0.0,1.0,0.0,0.0,1.9228412202922416,3.785279051465355,4.429581868736054
8577,11,,492.0,389.0,0.0,0.0,0.0,0.0,67,11.0,8.0,4.0,2.0,11.0,11.0,12.0,4.0,3.0,3.0,0.0,0.0,2.774095336704539,3.5752781054278713,2.7039918444412474
8578,2,,305.0,202.0,2.0,2.0,1.0,0.0,-1,,,,,,,,,,,,,2.4984144928612397,3.6507444426298927,2.9777021710835996
8579,2,,214.0,456.0,1.0,2.0,1.0,0.0,-1,,,,,,,,,,,,,1.967543300640896,3.9962537505245144,3.9758647007769397
8580,2,,212.0,195.0,3.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,1.5555601014646918,4.9208567915615085,6.1002356920183995
8581,6,,245.0,493.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.9883964481051757,3.5202733035331426,4.484036888073916
8582,6,,242.0,271.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,1.7255374186067256,3.7555814404969916,6.090132065670797
8583,19,,270.0,312.0,3.0,0.0,1.0,0.0,-1,9.0,16.0,5.0,3.0,12.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0539526480120536,3.2562663931898417,4.628907918934483
8584,6,,145.0,279.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.3737259499064916,3.3374181090565633,3.4591476449492036
8585,10,,444.0,281.0,2.0,2.0,1.0,1.0,6,10.0,8.0,4.0,3.0,9.0,15.0,7.0,7.0,1.0,3.0,0.0,0.0,2.822762896444683,3.467965844203468,2.7219499358573733
8586,15,,224.0,398.0,1.0,1.0,1.0,0.0,-1,11.0,14.0,2.0,5.0,17.0,17.0,4.0,5.0,3.0,3.0,0.0,0.0,1.4111334468790147,4.97928516255881,9.948490800497053
8587,15,,110.0,266.0,3.0,0.0,1.0,0.0,-1,19.0,14.0,6.0,4.0,21.0,4.0,11.0,6.0,4.0,2.0,0.0,0.0,2.0155075120619053,3.4263627705052384,4.504659289458358
8588,15,,97.0,289.0,1.0,3.0,1.0,1.0,-1,12.0,13.0,3.0,7.0,18.0,15.0,2.0,5.0,3.0,3.0,1.0,0.0,5.134344210270733,3.596000620552212,1.8616896945638153
8589,15,,91.0,402.0,2.0,2.0,0.0,2.0,-1,16.0,12.0,7.0,4.0,12.0,15.0,6.0,2.0,2.0,1.0,0.0,0.0,1.8888888888888886,3.5789473684210527,4.970760233918129
8590,7,,482.0,132.0,1.0,3.0,0.0,3.0,49,15.0,7.0,7.0,3.0,22.0,23.0,8.0,2.0,4.0,2.0,0.0,0.0,2.365147824435963,3.552753966067638,3.2709491189007998
8591,12,,198.0,406.0,1.0,2.0,0.0,1.0,-1,17.0,13.0,8.0,7.0,13.0,14.0,8.0,3.0,4.0,7.0,0.0,0.0,3.0308722385485067,3.3786772495294826,2.6035689393433072
8592,12,,61.0,461.0,2.0,2.0,1.0,0.0,-1,12.0,9.0,4.0,5.0,21.0,16.0,8.0,4.0,3.0,5.0,0.0,0.0,2.0200901642515685,3.6563631972953394,4.141184836715715
8593,10,,280.0,437.0,3.0,0.0,1.0,0.0,11,22.0,9.0,7.0,4.0,7.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,1.3012517467963014,6.005777292906005,13.332825590251332
8594,13,,274.0,178.0,1.0,0.0,0.0,0.0,-1,12.0,9.0,4.0,4.0,8.0,14.0,6.0,4.0,1.0,2.0,0.0,0.0,1.4524982836305884,4.848339098463481,8.67492078361441
8595,15,,37.0,392.0,1.0,1.0,0.0,0.0,-1,7.0,17.0,3.0,7.0,10.0,21.0,2.0,7.0,3.0,2.0,0.0,0.0,4.627338512888116,3.4828368764381765,1.9732786835343776
8596,15,,231.0,453.0,1.0,0.0,0.0,0.0,-1,27.0,9.0,5.0,4.0,10.0,9.0,12.0,4.0,2.0,1.0,0.0,0.0,1.3244613093031563,5.626470975611153,12.945862421760173
8597,8,,32.0,283.0,1.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,3.1001294308820198,3.231405269974744,2.6457130647918214
8598,10,,222.0,264.0,3.0,1.0,1.0,1.0,7,12.0,9.0,4.0,4.0,10.0,16.0,2.0,6.0,2.0,0.0,0.0,0.0,6.988983805563768,4.094255761273526,1.6059792574486957
8599,13,,209.0,146.0,2.0,0.0,1.0,0.0,-1,13.0,12.0,3.0,4.0,19.0,18.0,7.0,7.0,1.0,2.0,0.0,1.0,2.51364364505305,3.549264826814907,3.0264269486438726
8600,8,,387.0,58.0,1.0,3.0,0.0,1.0,-1,,,,,,,,,,,,,7.1811345147253585,4.074402561546303,1.5992030054069237
8601,8,,306.0,405.0,2.0,2.0,2.0,1.0,-1,,,,,,,,,,,,,1.8749093315924996,3.689010792971189,4.864629617104864
8602,12,,458.0,332.0,3.0,0.0,1.0,0.0,-1,24.0,6.0,11.0,1.0,15.0,11.0,7.0,1.0,1.0,1.0,0.0,1.0,1.4890905992731303,4.546689963113958,8.438180062547739
8603,0,,341.0,152.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.9907499763762164,3.7377346495226926,4.164323930174738
8604,8,,56.0,191.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.1044961639021045,3.338864106190839,4.24946340787925
8605,9,,326.0,74.0,1.0,1.0,1.0,1.0,60,15.0,10.0,3.0,1.0,14.0,13.0,8.0,6.0,1.0,3.0,0.0,0.0,2.2667414524703697,3.505893446487505,3.5260422593983534
8606,10,,107.0,415.0,3.0,1.0,0.0,1.0,2,16.0,9.0,7.0,1.0,15.0,14.0,8.0,4.0,1.0,4.0,0.0,0.0,1.5563234405632342,4.361670788839638,7.236408354211217
8607,8,,419.0,340.0,4.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.478735846248304,4.721756529744585,8.199335312990597
8608,16,,30.0,347.0,2.0,2.0,1.0,2.0,-1,,,,,,,,,,,,,2.2239695386758074,3.2849458323560095,3.9072492353799735
8609,12,,38.0,48.0,1.0,0.0,0.0,0.0,-1,15.0,11.0,6.0,2.0,16.0,10.0,4.0,5.0,3.0,4.0,0.0,0.0,6.023102310231023,4.147054049667262,1.6588216198669048
8610,6,,322.0,380.0,2.0,3.0,2.0,1.0,-1,,,,,,,,,,,,,2.0973466969172776,3.4616401793780307,4.092880447382259
8611,17,,23.0,100.0,2.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.277989337395278,6.592802137356593,13.185604274713185
8612,19,,349.0,273.0,4.0,0.0,2.0,0.0,-1,13.0,6.0,6.0,1.0,10.0,18.0,5.0,3.0,2.0,4.0,0.0,0.0,1.3654715803043844,5.32132307030385,11.144657751013725
8613,17,,261.0,428.0,0.0,5.0,0.0,1.0,-1,,,,,,,,,,,,,6.5594059405940595,4.198019801980198,1.6146230007616147
8614,6,,15.0,361.0,2.0,2.0,1.0,0.0,-1,,,,,,,,,,,,,2.112316494807376,3.4731357751159733,4.021525634344811
8615,6,,194.0,439.0,2.0,2.0,0.0,1.0,-1,,,,,,,,,,,,,2.323452684251476,3.3336495034912486,3.576096740108794
8616,6,,418.0,18.0,2.0,2.0,1.0,2.0,-1,,,,,,,,,,,,,1.8291551197782996,3.698958131107228,5.1826061727051815
8617,17,,241.0,475.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,2.7519991157552854,3.4654803679881367,2.792769473025734
8618,17,,186.0,335.0,3.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,1.3665917558030907,5.527104434581389,10.274745423260274
8619,16,,464.0,257.0,4.0,3.0,0.0,1.0,-1,,,,,,,,,,,,,2.0917006157416425,3.375014520085549,4.2440302348381165
8620,11,,311.0,109.0,3.0,2.0,1.0,0.0,54,12.0,16.0,5.0,5.0,10.0,6.0,4.0,7.0,1.0,1.0,0.0,1.0,3.1108152832089933,3.4118619235195404,2.5287917786086007
8621,6,,229.0,379.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.0493164078794126,3.507287782639393,4.220980063990432
8622,6,,304.0,215.0,1.0,2.0,0.0,2.0,-1,,,,,,,,,,,,,2.312372649703871,3.4182900039100703,3.508774151072396
8623,16,,324.0,233.0,3.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,1.8595952659639505,3.4678938743652052,5.438059669656742
8624,5,,236.0,182.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,2.8452858475849565,3.61014763457016,2.6209263900692967
8625,0,,68.0,303.0,1.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,2.2720431108739345,3.4742901381525195,3.5456098770588755
8626,0,,200.0,119.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.6156969372388001,4.294890592660101,6.319624729199863
8627,2,,130.0,12.0,0.0,4.0,0.0,2.0,-1,,,,,,,,,,,,,7.078339412888656,4.796307020145666,1.514623269519684
8628,2,,169.0,339.0,3.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,2.2767192455184886,3.723700810448017,3.308831970153537
8629,2,,313.0,3.0,3.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,4.03031145605403,3.8568550136415785,1.9896474276722427
8630,5,,154.0,234.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,1.77123789727039,3.795509779865121,5.495898161244694
8631,2,,470.0,93.0,3.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.4195834402413017,5.161199793448733,8.943375673520203
8632,6,,395.0,292.0,3.0,1.0,2.0,0.0,-1,,,,,,,,,,,,,2.3680615795718545,3.265951595159516,3.5520923693577817
8633,19,,53.0,159.0,2.0,0.0,0.0,0.0,-1,14.0,6.0,6.0,3.0,10.0,12.0,4.0,5.0,1.0,2.0,0.0,0.0,2.057585022333499,3.4025430369319816,4.346021047172708
8634,19,,71.0,10.0,4.0,0.0,1.0,0.0,-1,10.0,6.0,5.0,1.0,16.0,17.0,3.0,5.0,2.0,4.0,0.0,0.0,1.474570687558774,4.393412664986759,9.594809268361887
8635,5,,447.0,150.0,3.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.795988971098881,3.7915322723198592,5.278212031729488
8636,15,,248.0,309.0,2.0,4.0,1.0,1.0,-1,12.0,13.0,4.0,7.0,21.0,13.0,1.0,3.0,2.0,2.0,0.0,0.0,3.1098458683077608,3.3104810856179387,2.5881943033012975
8637,0,,177.0,63.0,1.0,2.0,1.0,2.0,-1,,,,,,,,,,,,,1.9379426142901586,3.683105596792291,4.49480930958398
8638,5,,240.0,388.0,2.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.211329041345457,3.515707462046925,3.658373851811148
8639,14,,50.0,440.0,2.0,1.0,2.0,1.0,-1,,,,,,,,,,,,,2.242499646323999,3.180272225695852,4.0059198227515065
8640,8,,156.0,205.0,0.0,2.0,0.0,1.0,-1,,,,,,,,,,,,,2.025670892881143,3.4265079780079044,4.454460371410276
8641,18,,287.0,43.0,3.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,1.8288470790813098,3.435403352970416,5.809873317523498
8642,16,,190.0,338.0,0.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,4.7830328586595705,3.579625870766544,1.9172924891854992
8643,15,,170.0,465.0,4.0,3.0,3.0,2.0,-1,23.0,11.0,7.0,7.0,9.0,13.0,5.0,1.0,2.0,3.0,0.0,1.0,1.5122879013636539,4.395716833297021,8.247010022103124
8644,19,,262.0,284.0,1.0,0.0,0.0,0.0,-1,12.0,11.0,4.0,4.0,18.0,16.0,9.0,4.0,0.0,0.0,0.0,0.0,2.117881973854466,3.378526005910696,4.134912425144433
8645,7,,83.0,476.0,0.0,0.0,0.0,0.0,81,12.0,10.0,7.0,4.0,9.0,13.0,10.0,6.0,0.0,2.0,0.0,0.0,2.2226463516901753,3.5957478756232164,3.5463557344745458
8646,7,,409.0,254.0,2.0,1.0,2.0,1.0,68,11.0,16.0,4.0,8.0,10.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,4.226769735797109,3.710826012178683,1.9843989369939479
8647,10,,127.0,480.0,1.0,0.0,1.0,0.0,10,10.0,11.0,5.0,2.0,10.0,9.0,3.0,4.0,1.0,2.0,0.0,0.0,3.2777123866232776,3.2191818082907186,2.5363250610775365
8648,7,,369.0,73.0,3.0,0.0,1.0,0.0,93,11.0,15.0,5.0,3.0,10.0,14.0,2.0,7.0,1.0,1.0,0.0,0.0,1.5637006283980273,4.292706820634074,7.270709928220126
8649,7,,80.0,52.0,1.0,2.0,0.0,1.0,33,15.0,8.0,6.0,3.0,9.0,9.0,6.0,2.0,0.0,5.0,0.0,0.0,1.642297950725305,4.279927992799279,5.971992548092017
8650,7,,377.0,104.0,1.0,0.0,1.0,0.0,40,13.0,13.0,5.0,1.0,11.0,17.0,4.0,7.0,2.0,1.0,0.0,0.0,1.9555413700988922,3.6904575599814993,4.392446769760589
8651,7,,64.0,134.0,1.0,1.0,1.0,0.0,38,15.0,16.0,5.0,3.0,11.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,1.6981211773054437,3.9955792407186914,5.853523587652883
8652,19,,312.0,294.0,0.0,3.0,0.0,2.0,-1,6.0,13.0,4.0,5.0,19.0,15.0,5.0,3.0,1.0,0.0,0.0,0.0,5.562740303644325,3.448898988259482,1.8508754101216573
8653,7,,70.0,220.0,0.0,1.0,0.0,0.0,50,14.0,15.0,5.0,1.0,9.0,17.0,7.0,7.0,1.0,2.0,0.0,0.0,2.011231276705309,3.630272454453083,4.2135295246976225
8654,7,,290.0,319.0,2.0,2.0,1.0,1.0,26,10.0,8.0,4.0,2.0,7.0,13.0,2.0,4.0,2.0,1.0,0.0,0.0,3.507513251325132,3.537663795032798,2.261290778074942
8655,7,,491.0,66.0,1.0,0.0,1.0,0.0,62,12.0,20.0,3.0,5.0,11.0,18.0,3.0,3.0,3.0,1.0,0.0,3.0,3.053854518399817,3.4530511874716883,2.5448787653331806
8656,7,,226.0,65.0,3.0,1.0,1.0,1.0,55,12.0,11.0,3.0,3.0,11.0,6.0,5.0,9.0,2.0,3.0,0.0,0.0,2.2633078362469994,3.5351666645804904,3.5051227552497783
8657,19,,308.0,459.0,2.0,1.0,0.0,0.0,-1,12.0,11.0,6.0,3.0,9.0,11.0,6.0,4.0,1.0,0.0,0.0,0.0,1.7758764145271662,3.703970807442375,5.652360930809324
8658,10,,264.0,318.0,5.0,1.0,3.0,0.0,12,28.0,14.0,12.0,5.0,10.0,6.0,4.0,0.0,3.0,1.0,0.0,0.0,1.2996850077107622,6.3069985645499,12.190843870775366
8659,10,,181.0,444.0,1.0,2.0,0.0,0.0,11,16.0,18.0,6.0,5.0,7.0,16.0,9.0,7.0,2.0,1.0,0.0,0.0,6.34248733920869,3.8924299246857066,1.6794748406004318
8660,10,,33.0,222.0,2.0,0.0,1.0,0.0,9,20.0,7.0,7.0,2.0,9.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,1.2401874115983025,7.057977139177332,16.132519175262473
8661,10,,281.0,158.0,0.0,1.0,0.0,0.0,3,18.0,15.0,6.0,4.0,12.0,12.0,7.0,4.0,2.0,0.0,0.0,0.0,1.7740579671583163,3.971470676479412,5.140736154833758
