id,dered_i,dered_z,dered_u,dered_g,dered_r,err_i,err_z,err_u,err_g,err_r,extinction_r,skyVersion,run,rerun,camCol,field,obj,photoz,#ra,dec,class
8489,20.7336,19.7897,22.2859,21.6862,20.8063,0.24181999999999998,0.37776,1.1424299999999998,0.2341,0.15663,0.25728,1,745,40,2,525,869,2.8211,237.33122999999998,-0.43226000000000003,2
8490,19.849,19.4886,23.3667,21.5876,20.1258,0.14385,0.23031,1.77352,0.28267,0.24406,0.25318,1,745,40,2,525,871,1.32948,237.33277,-0.58145,2
8491,21.671,20.7385,24.6615,22.2482,21.9051,0.33102,0.5351,1.52338,0.20963,0.25156999999999996,0.25181,1,745,40,2,525,872,2.50984,237.33324,-0.49116000000000004,0
8492,23.2772,20.999000000000002,22.2561,23.2631,22.3418,1.8640299999999999,1.1401299999999999,0.8727,0.84235,0.53567,0.25069,1,745,40,2,525,873,0.39025,237.33357999999998,-0.52035,1
8493,21.7765,23.2274,22.3978,22.8955,24.56,0.35126999999999997,1.3398700000000001,0.71319,0.3807,1.42692,0.25772,1,745,40,2,525,874,1.74404,237.33452000000003,-0.62516,1
8494,21.5101,20.574,23.3347,21.6149,21.5258,0.3727,0.52232,1.53661,0.15168,0.21008000000000002,0.25323,1,745,40,2,525,877,2.33621,237.33501,-0.58114,2
8495,21.8423,20.9398,22.3854,23.1063,22.3957,0.38709,0.66476,0.7217100000000001,0.44913000000000003,0.39645,0.25506999999999996,1,745,40,2,525,878,0.65758,237.33511000000001,-0.60116,1
8496,20.0721,19.5529,24.135,22.0428,21.0302,0.08247,0.19847,1.72185,0.17848,0.1149,0.25129,1,745,40,2,525,879,1.04241,237.33587000000003,-0.5,0
8497,20.4423,19.7733,22.7747,23.0252,21.1943,0.16746,0.30934,1.37101,0.6086699999999999,0.22014,0.25672,1,745,40,2,525,880,1.2428,237.33642999999998,-0.6160899999999999,2
8498,18.6716,18.4537,20.8507,19.8292,19.1509,0.057929999999999995,0.17465,0.44572,0.06434,0.05595,0.25327,1,745,40,2,525,882,1.44363,237.3379,-0.58068,2
8499,20.5513,19.7124,27.3783,21.4826,20.6921,0.15402000000000002,0.31446,1.13594,0.22155,0.11779,0.25329,1,745,40,2,525,883,1.09351,237.34021,-0.58012,2
8500,20.2372,19.6779,23.1051,22.2093,20.9194,0.09279,0.2179,1.20488,0.20931,0.10486,0.25477,1,745,40,2,525,884,1.44728,237.33766,-0.59788,2
8501,20.2655,22.8082,22.2936,21.1883,20.5703,0.23260999999999998,4.93994,1.4316200000000001,0.20182,0.1834,0.25561,1,745,40,2,525,885,2.25058,237.33816000000002,-0.44511000000000006,2
8502,20.3111,19.6011,20.6597,22.164,21.2497,0.28223000000000004,0.54042,0.40369,0.5742,0.25481,0.25340999999999997,1,745,40,2,525,887,2.15857,237.34002,-0.46674,2
8503,20.7041,20.1352,21.9983,21.8556,20.9364,0.14467,0.31314000000000003,0.50363,0.15647,0.11135,0.25434,1,745,40,2,525,888,1.63055,237.34046,-0.45651,2
8504,24.1087,22.7553,24.1113,22.7458,23.6034,1.49668,1.38687,1.51101,0.29896999999999996,0.9823299999999999,0.25206,1,745,40,2,525,889,2.01763,237.34086000000002,-0.56103,1
8505,21.7939,21.824,22.5672,22.6705,22.3363,0.38859,1.28599,0.80024,0.3288,0.41511000000000003,0.25604,1,745,40,2,525,890,1.31683,237.34136,-0.60919,1
8506,21.5124,22.9949,21.76,21.6333,21.4711,0.35805,1.88353,0.47656000000000004,0.15123,0.2134,0.25618,1,745,40,2,525,891,1.12879,237.34143999999998,-0.43982,1
8507,20.281,20.1642,25.2937,22.2891,21.0604,0.10402,0.3177,1.11093,0.23083,0.12269000000000001,0.25287,1,745,40,2,525,892,3.6196699999999997,237.34357999999997,-0.57312,0
8508,20.5208,20.1411,23.456,21.92,21.0315,0.11560999999999999,0.30456,1.39581,0.16024000000000002,0.11538,0.25626,1,745,40,2,525,893,2.8007400000000002,237.34391000000002,-0.6109100000000001,0
8509,20.1954,19.6362,24.3791,22.3441,20.724,0.16378,0.26428,2.27242,0.3098,0.12036,0.25640999999999997,1,745,40,2,525,894,0.32935,237.34533,-0.43722,2
8510,19.9903,19.1792,24.2148,21.8782,20.6306,0.11339,0.19571,2.76966,0.25072,0.13881,0.25114000000000003,1,745,40,2,525,895,0.7490899999999999,237.34632000000002,-0.53787,0
8511,24.5921,20.2037,24.8643,24.3617,21.639,3.5979300000000003,0.5716100000000001,2.8166900000000004,2.11184,0.36891999999999997,0.25433,1,745,40,2,525,896,2.45683,237.3472,-0.45521999999999996,1
8512,19.8517,19.6365,25.5317,22.1294,20.6176,0.08005,0.20145,0.9243899999999999,0.21408000000000002,0.11915999999999999,0.25603000000000004,1,745,40,2,525,897,3.5114699999999996,237.3476,-0.44018999999999997,0
8513,20.9311,27.5439,26.0376,22.219,23.7661,0.40255,0.08551,1.4011200000000001,0.3771,2.70784,0.25336,1,745,40,2,525,898,1.8996,237.34817999999999,-0.46493999999999996,0
8514,21.0205,21.8639,22.8769,22.3717,21.684,0.23110999999999998,1.6860700000000002,1.22397,0.34386,0.26832,0.25359,1,745,40,2,525,899,1.9994299999999998,237.34859,-0.46221,1
8515,21.1639,20.3317,22.7352,23.669,21.7176,0.20817,0.39948,0.85229,0.75935,0.21335,0.25106999999999996,1,745,40,2,525,900,1.47197,237.34888999999998,-0.5344899999999999,2
8516,20.5717,20.1268,21.8589,21.6664,20.8906,0.10380999999999999,0.25813,0.38918,0.11478,0.09229,0.25153000000000003,1,745,40,2,525,901,1.17525,237.34921,-0.4902,2
8517,19.8529,19.2967,24.9452,23.078000000000003,21.0924,0.06412000000000001,0.14182,1.3739299999999999,0.46032,0.12144,0.25149,1,745,40,2,525,902,2.17265,237.34929,-0.54687,0
8518,21.2129,22.8909,22.0404,22.0811,25.9829,0.40081999999999995,2.8590400000000002,0.8773700000000001,0.33226999999999995,1.32444,0.25188,1,745,40,2,525,903,2.47464,237.35006,-0.5546300000000001,0
8519,21.9154,21.2692,23.7616,22.3103,21.932,0.44715,0.75937,1.54098,0.25305,0.24620999999999998,0.25129,1,745,40,2,525,904,1.39554,237.35081,-0.49388999999999994,0
8520,21.3809,20.4647,23.041,22.5483,21.7463,0.30996999999999997,0.48646000000000006,1.49441,0.33441,0.28731,0.25165,1,745,40,2,525,905,1.78532,237.35114,-0.48712,2
8521,21.5782,20.7963,22.2966,21.7696,22.3346,0.55965,0.9225700000000001,0.96126,0.21615,0.5745100000000001,0.25773,1,745,40,2,525,906,1.09917,237.35256,-0.62603,0
8522,24.266,21.2357,24.2249,24.7374,23.476999999999997,0.9645,0.45402,0.98703,0.61893,0.5615,0.25146999999999997,1,745,40,2,525,908,0.5201899999999999,237.35249,-0.48946000000000006,0
8523,22.6289,21.1973,23.8639,22.2928,22.2122,0.96286,1.07949,2.16275,0.27696,0.47358999999999996,0.25142,1,745,40,2,525,909,2.56662,237.35355,-0.4897,0
8524,20.4819,20.1178,22.6032,21.3929,20.6599,0.11564,0.30148,0.7950699999999999,0.10086,0.08644,0.25094,1,745,40,2,525,910,1.60645,237.35397000000003,-0.51285,1
8525,21.7053,21.1732,26.0209,21.7699,21.6866,0.67068,1.33792,1.38937,0.24896999999999997,0.37689,0.25325,1,745,40,2,525,911,1.54134,237.354,-0.46399999999999997,2
8526,20.7278,20.0686,21.5754,21.3142,20.9128,0.25598000000000004,0.5095,0.5756399999999999,0.16554000000000002,0.18749000000000002,0.25659,1,745,40,2,525,912,1.32282,237.35467000000003,-0.61263,1
8527,22.1253,23.504,22.094,24.6584,24.5896,0.91081,2.24852,0.91951,1.96715,2.65498,0.25128,1,745,40,2,525,913,1.44356,237.35438,-0.54176,1
8528,20.6683,20.8777,22.1531,21.4347,20.8187,0.21525999999999998,0.9663,0.8512700000000001,0.16824,0.153,0.25269,1,745,40,2,525,914,1.32865,237.35477999999998,-0.4703,0
8529,21.4139,22.1175,21.9635,21.7868,21.4656,0.29198,1.53849,0.50502,0.15584,0.18915,0.25098000000000004,1,745,40,2,525,915,2.1274599999999997,237.35482000000002,-0.5080899999999999,1
8530,20.6192,20.846,22.7787,22.1834,22.128,0.22751999999999997,1.03249,1.61391,0.36285,0.58,0.25556999999999996,1,745,40,2,525,916,1.36505,237.35601,-0.44288,1
8531,21.0555,21.5593,22.4999,21.2606,21.0644,0.21821999999999997,1.2400799999999998,0.82683,0.11065,0.157,0.25129,1,745,40,2,525,917,2.79241,237.35712,-0.54267,0
8532,20.9386,20.8809,22.4064,21.7413,20.9939,0.20805,0.65808,0.90138,0.16699999999999998,0.12900999999999999,0.2563,1,745,40,2,525,918,2.55479,237.35714,-0.43643000000000004,0
8533,20.3712,19.7832,25.7666,22.4474,21.0254,0.14084000000000002,0.30882,1.05875,0.34881999999999996,0.15925,0.25094,1,745,40,2,525,919,1.14123,237.35727999999997,-0.50854,0
8534,21.2545,20.6126,24.8773,23.9279,21.7066,0.20848000000000003,0.42645,1.25356,0.74716,0.20156,0.2526,1,745,40,2,525,921,2.01119,237.35745,-0.5655899999999999,2
8535,21.3978,21.9485,21.9541,25.5875,22.8265,0.49688000000000004,2.24201,0.76699,1.43212,0.9447,0.25254,1,745,40,2,525,922,0.8910299999999999,237.3567,-0.56467,0
8536,24.2118,22.0799,22.4302,25.4138,26.9712,3.06217,2.49824,1.22809,1.66935,0.56393,0.25106999999999996,1,745,40,2,525,923,2.2759400000000003,237.35744,-0.50029,0
8537,18.6699,18.9481,20.9892,20.6238,19.424,0.06241,0.29724,0.54398,0.14054,0.04824,0.25121,1,745,40,2,525,925,3.759,237.35782999999998,-0.5404899999999999,2
8538,18.3883,18.1328,20.3576,20.748,19.3131,0.09966,0.21616,0.59923,0.26482,0.09801,0.25116,1,745,40,2,525,926,2.5261400000000003,237.36021000000002,-0.53988,2
8539,19.6998,18.9405,24.0945,22.2701,21.1515,0.05385,0.09848,1.6662,0.23518000000000003,0.13822,0.25585,1,745,40,2,525,928,1.22461,237.35793999999999,-0.60536,0
8540,19.8469,19.2098,22.3744,22.543000000000003,20.9361,0.05641,0.12437999999999999,0.5984,0.27387,0.09634,0.25095,1,745,40,2,525,929,1.25536,237.3581,-0.53027,0
8541,26.3822,21.6518,22.0281,27.0521,26.9331,0.7862100000000001,1.94697,0.8723299999999999,0.47228000000000003,0.58262,0.25427,1,745,40,2,525,930,0.34934,237.35892,-0.45391000000000004,1
8542,20.5693,20.5138,21.5206,21.5275,21.3505,0.15634,0.54362,0.39455999999999997,0.14178,0.19848,0.25124,1,745,40,2,525,931,1.54862,237.35942999999997,-0.49172,1
8543,20.1534,19.2045,24.2054,24.7314,22.1264,0.07679,0.11925999999999999,1.56067,0.9900200000000001,0.28655,0.25085,1,745,40,2,525,932,2.54948,237.35898999999998,-0.51772,0
8544,24.8931,21.3166,23.1195,22.5694,23.0026,1.6512799999999999,1.0824799999999999,1.4134200000000001,0.34726999999999997,1.0882100000000001,0.25713,1,745,40,2,525,933,1.63875,237.36063,-0.42883000000000004,0
8545,20.2095,19.4664,24.0086,23.0471,21.5523,0.08871,0.16623,1.7141400000000002,0.43659,0.18625999999999998,0.25668,1,745,40,2,525,934,1.8142099999999999,237.36066,-0.6148899999999999,0
8546,18.2283,17.9353,21.2291,19.5543,18.66,0.053279999999999994,0.14845999999999998,0.85144,0.06663,0.03873,0.25605,1,745,40,2,525,935,0.50844,237.36223999999999,-0.60751,2
8547,22.7396,20.1841,24.1127,22.7746,22.1747,1.0636,0.41035,2.05012,0.40510999999999997,0.38993,0.25476,1,745,40,2,525,937,1.4185,237.36067999999997,-0.44926000000000005,0
8548,21.9004,20.7906,24.9079,23.4138,22.0097,0.74939,0.9832200000000001,2.52179,1.05492,0.50955,0.25488,1,745,40,2,525,938,0.45391000000000004,237.36122000000003,-0.44814,1
8549,20.0236,19.407,24.2638,22.3078,21.1072,0.07517,0.15444000000000002,1.7514900000000002,0.23379,0.12286,0.25529,1,745,40,2,525,939,1.4888299999999999,237.36203999999998,-0.59937,0
8550,20.1576,19.7482,25.087,22.3414,20.9967,0.08771,0.2198,1.3024200000000001,0.24523000000000003,0.11638,0.25477,1,745,40,2,525,940,3.83477,237.36288,-0.59373,0
8551,20.1254,20.2439,24.2226,21.34,20.676,0.09111,0.34870999999999996,1.81187,0.10213,0.08825,0.2545,1,745,40,2,525,941,1.3372,237.36312,-0.59072,2
8552,23.8422,20.5567,20.8188,22.9471,21.3515,3.7940300000000002,1.0341,0.37601999999999997,0.7139800000000001,0.36084,0.25084,1,745,40,2,525,942,0.44091,237.36281,-0.5108600000000001,1
8553,23.2582,23.7757,21.6073,23.3068,22.4816,2.22827,1.88547,0.5949399999999999,0.96309,0.77294,0.2508,1,745,40,2,525,943,0.70648,237.3632,-0.51481,1
8554,19.8828,18.9767,21.9116,22.6334,21.4864,0.07257000000000001,0.11135,0.5393399999999999,0.3257,0.17974,0.25198000000000004,1,745,40,2,525,944,1.64475,237.36334,-0.47486999999999996,0
8555,20.7495,20.3519,26.1038,21.8425,21.8599,0.26332,0.66822,1.0135399999999999,0.27011,0.44606999999999997,0.25713,1,745,40,2,525,945,2.17521,237.36357999999998,-0.6208600000000001,1
8556,21.4514,20.1672,23.2008,22.3025,22.1008,0.26948,0.43338000000000004,1.20595,0.21815,0.29054,0.25547,1,745,40,2,525,946,1.23366,237.36372000000003,-0.44248999999999994,1
8557,19.2558,18.7973,21.8056,21.1203,19.7045,0.05631,0.13435999999999998,0.62349,0.11555,0.05196,0.25232,1,745,40,2,525,947,1.30995,237.36405,-0.47084,1
8558,19.0524,18.6471,25.5927,21.1335,19.6382,0.05694,0.14377,1.7864900000000001,0.14417,0.06191,0.25674,1,745,40,2,525,948,1.77352,237.36456,-0.61643,2
8559,21.4279,20.5274,23.4596,22.9597,22.4269,0.27352,0.51949,1.51607,0.44581000000000004,0.48525,0.25538,1,745,40,2,525,950,0.7428600000000001,237.36542999999998,-0.60017,0
8560,20.816,19.8339,23.6149,21.3015,21.3754,0.36146999999999996,0.54099,3.6196800000000002,0.21238,0.28636999999999996,0.25526,1,745,40,2,525,951,0.90745,237.36471,-0.59891,1
8561,20.3324,19.7119,24.4578,22.2267,20.8917,0.08963,0.18575,1.4907299999999999,0.18877,0.09197999999999999,0.25177,1,745,40,2,525,952,2.7944400000000003,237.36432000000002,-0.47722,2
8562,20.1798,20.0939,21.8429,21.730999999999998,20.4154,0.14726,0.50969,0.67189,0.22424000000000002,0.11066,0.25138,1,745,40,2,525,953,0.93153,237.36583,-0.48367,2
8563,21.1893,19.9543,22.604,22.4779,21.936999999999998,0.39266,0.46611,1.42734,0.4767,0.47711000000000003,0.25504,1,745,40,2,525,954,1.38438,237.36581,-0.5966,2
8564,20.262999999999998,19.7327,24.1207,21.7504,20.76,0.09258999999999999,0.21921,1.6765400000000001,0.1327,0.08782000000000001,0.25106999999999996,1,745,40,2,525,955,2.09992,237.36572999999999,-0.49422,2
8565,20.079,19.4409,24.6932,22.0909,20.7711,0.07435,0.15107,1.44605,0.17463,0.08532999999999999,0.25111999999999995,1,745,40,2,525,956,2.0726,237.36583,-0.49211000000000005,0
8566,20.1068,20.0052,24.285,22.311999999999998,21.2579,0.25116,0.54179,2.68664,0.41142,0.2831,0.25289,1,745,40,2,525,957,0.40936,237.36601000000002,-0.4652,0
8567,20.3433,19.6109,22.9807,22.3351,21.3131,0.0889,0.16215,0.9006200000000001,0.20047,0.128,0.25248000000000004,1,745,40,2,525,958,2.7492400000000004,237.36643999999998,-0.564,1
8568,19.8936,19.499000000000002,22.0836,20.919,20.2656,0.099,0.22579000000000002,0.6379199999999999,0.08304,0.08134,0.25156999999999996,1,745,40,2,525,960,1.9926700000000002,237.36692999999997,-0.47818,2
8569,21.1742,21.0771,21.5859,24.1515,21.9776,0.71114,1.44116,0.67981,2.2502299999999997,1.05595,0.25153000000000003,1,745,40,2,525,961,0.52656,237.36677000000003,-0.47891000000000006,2
8570,20.5181,20.0347,25.9021,22.468000000000004,20.9619,0.13360999999999998,0.30217,0.80514,0.28847,0.11872,0.25067,1,745,40,2,525,962,2.26801,237.36919,-0.51995,2
8571,22.2098,23.3985,24.0677,23.3352,22.9249,0.97969,2.3837200000000003,3.13459,0.98516,1.1311200000000001,0.25068,1,745,40,2,525,963,2.16716,237.36907000000002,-0.5172100000000001,1
8572,22.3407,20.8318,24.2353,22.5058,22.5414,0.49811000000000005,0.59508,1.31386,0.20685,0.30391999999999997,0.25243000000000004,1,745,40,2,525,964,2.67053,237.36946,-0.56353,1
8573,21.2406,21.1005,20.9925,21.8366,21.7071,0.40648,1.23045,0.32522,0.2773,0.37344,0.2512,1,745,40,2,525,965,1.47072,237.36997000000002,-0.48643000000000003,1
8574,20.0326,19.9021,21.2459,20.6077,20.4198,0.17579,0.57409,0.5546399999999999,0.11199,0.15379,0.25082,1,745,40,2,525,966,2.85501,237.37157000000002,-0.49951999999999996,2
8575,21.0114,20.6612,21.7271,21.6426,21.7427,0.2039,0.5269,0.40881999999999996,0.15996,0.24633000000000002,0.25727,1,745,40,2,525,967,1.36724,237.37196,-0.42616000000000004,1
8576,23.074,25.0067,22.9314,22.6798,23.9486,1.96922,0.67882,1.8409400000000002,0.56871,2.2964700000000002,0.25338,1,745,40,2,525,968,1.4045,237.37219,-0.5767899999999999,1
8577,20.65,20.4029,25.3813,22.7628,22.2783,0.13714,0.31471,0.79152,0.25706999999999997,0.35980999999999996,0.25795,1,745,40,2,525,969,2.49364,237.37278999999998,-0.4208,0
8578,21.4743,20.4695,22.0096,22.4987,21.4604,0.51179,0.7484,0.8674299999999999,0.48791999999999996,0.31032,0.25678,1,745,40,2,525,970,1.35995,237.37281000000002,-0.6188899999999999,1
8579,20.5742,19.2384,22.7723,21.4614,20.7016,0.31351,0.37955,2.33565,0.28536,0.21618,0.25456999999999996,1,745,40,2,525,971,0.77774,237.37328,-0.5915199999999999,1
8580,19.3289,18.8399,21.2515,20.3798,19.7077,0.07152,0.16827,0.43386,0.07134,0.0627,0.25059000000000003,1,745,40,2,525,972,1.5258200000000002,237.3737,-0.51231,2
8581,20.9529,24.4248,24.709,22.1227,21.3155,0.20823000000000003,3.6398099999999998,1.84555,0.25804,0.17844000000000002,0.25601999999999997,1,745,40,2,525,973,3.13783,237.37373,-0.61007,2
8582,22.2754,23.9423,21.9756,22.2775,21.851999999999997,1.03682,1.67068,0.8261299999999999,0.3954,0.43964,0.25055,1,745,40,2,525,974,1.57108,237.37432,-0.51707,1
8583,22.2767,24.0367,24.3703,24.3562,22.1275,1.24619,1.53498,2.926,1.8436099999999997,0.54766,0.25635,1,745,40,2,525,975,2.39741,237.37571,-0.61465,1
8584,20.2918,19.8665,24.5588,22.2324,20.8662,0.09151000000000001,0.2259,1.52815,0.21238,0.0941,0.25046,1,745,40,2,525,977,3.486,237.37755,-0.5161600000000001,0
8585,20.4418,22.6721,21.7348,21.5642,21.311999999999998,0.25606999999999996,3.76874,0.86649,0.26921,0.34907,0.25366,1,745,40,2,525,978,1.1776,237.37771,-0.58112,1
8586,19.7291,18.9357,21.1963,21.359,20.1875,0.19633,0.25356999999999996,0.5753199999999999,0.23413,0.09997,0.25096999999999997,1,745,40,2,525,980,1.2302,237.37804,-0.54074,2
8587,21.6463,23.2707,21.6214,22.3685,26.3295,0.5930300000000001,2.5379,0.60207,0.42904,0.9937,0.25046,1,745,40,2,525,981,1.2489,237.37806,-0.51361,0
8588,21.0926,19.6629,23.9222,22.7141,21.3372,0.28183,0.34483,2.3771299999999997,0.45611,0.22446,0.25538,1,745,40,2,525,982,1.97888,237.37839,-0.60338,2
8589,20.9355,25.0586,23.2426,24.7586,21.5781,0.40202,0.84091,2.94888,2.5590900000000003,0.44366000000000005,0.25045,1,745,40,2,525,983,1.14267,237.37876,-0.5282100000000001,1
8590,24.7261,22.7806,23.4279,23.5454,24.283,0.60447,0.67269,0.5757800000000001,0.26629,0.58636,0.25095,1,745,40,2,525,984,0.84959,237.37904,-0.48657,1
8591,20.5794,20.2513,23.0994,22.6494,21.1006,0.1208,0.32758000000000004,1.11802,0.34786999999999996,0.12039000000000001,0.25203000000000003,1,745,40,2,525,985,1.69022,237.37965,-0.47176,2
8592,21.2748,23.0388,22.1443,21.5382,21.2907,0.27547,2.4329099999999997,0.58623,0.12417,0.17877,0.25513,1,745,40,2,525,987,1.9458400000000002,237.38087000000002,-0.6009800000000001,0
8593,21.7129,21.4046,23.2363,22.9143,22.4231,0.34715,0.8542700000000001,1.22322,0.36851,0.40231999999999996,0.25151999999999997,1,745,40,2,525,988,1.56931,237.38061000000002,-0.55129,1
8594,21.2297,20.1182,25.3807,21.9918,21.2027,0.39219,0.5049399999999999,1.79688,0.2877,0.25625,0.25538,1,745,40,2,525,989,1.3331,237.38121,-0.60436,1
8595,21.8902,20.6197,26.1545,22.448,21.7171,0.7386199999999999,0.8456600000000001,0.9754200000000001,0.46247,0.38982,0.25264000000000003,1,745,40,2,525,990,0.35352,237.38117000000003,-0.56839,0
8596,21.3704,21.1455,22.1235,23.0236,22.1479,0.3298,0.73368,0.56858,0.42604,0.36934,0.25042,1,745,40,2,525,991,0.40358,237.38137999999998,-0.50757,1
8597,20.8658,20.2191,22.7395,22.2026,21.3448,0.29895,0.60067,1.61107,0.38606,0.29989,0.2519,1,745,40,2,525,993,1.41239,237.3817,-0.47345,1
8598,21.465999999999998,20.4066,22.0004,23.5083,22.1031,0.51852,0.7018,0.8719100000000001,1.20088,0.6177,0.25186,1,745,40,2,525,994,0.5120899999999999,237.38064,-0.47398,1
8599,19.8046,19.3054,22.7222,22.1692,20.8428,0.07081,0.16443,1.55724,0.22774,0.11773,0.25578,1,745,40,2,525,996,0.79638,237.38199,-0.6096,0
8600,18.8774,18.365,20.7604,20.8843,19.3336,0.05996,0.13929,0.35419,0.13612,0.057379999999999994,0.25161999999999995,1,745,40,2,525,997,0.8857700000000001,237.38242000000002,-0.47723999999999994,2
8601,21.1889,21.5689,24.52,21.5574,21.2556,0.36209,1.83492,3.24742,0.19118,0.24193,0.25667,1,745,40,2,525,998,2.72096,237.38321000000002,-0.6207,1
8602,20.7099,20.0079,21.5901,21.1138,20.8365,0.28594,0.52148,0.62387,0.23381,0.22466,0.25719000000000003,1,745,40,2,525,999,1.063,237.38347000000002,-0.62661,1
8603,20.9106,20.9263,26.4073,21.0263,20.4996,0.39347,1.4299,1.00915,0.16482,0.16592,0.25390999999999997,1,745,40,2,525,1000,2.81314,237.38367000000002,-0.58528,0
8604,23.1377,21.7055,22.6427,22.0158,21.9102,1.24645,1.22294,0.89117,0.19732,0.27792,0.25049,1,745,40,2,525,1001,2.17826,237.3835,-0.53008,0
8605,21.725,21.4313,23.3603,22.0721,22.0442,0.44408000000000003,1.1329,1.9272,0.22493000000000002,0.3627,0.25301999999999997,1,745,40,2,525,1002,0.77727,237.38537000000002,-0.45988999999999997,2
8606,20.6218,19.9061,24.4928,23.5949,22.0704,0.09193,0.17464000000000002,1.18513,0.47026,0.21295999999999998,0.25401,1,745,40,2,525,1004,1.4826,237.38404,-0.4513,0
8607,20.6877,19.9794,21.6541,21.5777,20.7791,0.21586,0.37025,0.49537,0.20823000000000003,0.16044,0.25395999999999996,1,745,40,2,525,1005,0.60837,237.3859,-0.45132,2
8608,22.7665,24.4095,22.1626,23.5402,26.4652,1.56834,1.1445299999999998,0.9794,1.16079,0.88207,0.25389,1,745,40,2,525,1006,1.78374,237.3848,-0.45223,1
8609,21.0533,20.4347,24.2109,22.6941,21.7254,0.17048,0.35431,1.57186,0.28163,0.1964,0.25214000000000003,1,745,40,2,525,1007,3.3288300000000004,237.38589,-0.56239,0
8610,21.3617,20.8258,25.4689,22.1661,22.7984,0.45819,1.01068,1.73459,0.35801,1.01711,0.25058,1,745,40,2,525,1008,1.75678,237.38567,-0.49228999999999995,1
8611,18.1858,27.8657,17.596,30.3512,31.4281,0.2357,0.73849,0.22111999999999998,0.34426999999999996,0.14045,0.25018,1,745,40,2,525,1009,2.41302,237.38672000000003,-0.51243,0
8612,20.4218,20.2838,22.805999999999997,22.1357,20.7356,0.10862000000000001,0.35084,0.9275399999999999,0.19467,0.0891,0.25035999999999997,1,745,40,2,525,1010,2.06455,237.38675,-0.49935,2
8613,19.6165,19.4554,22.5496,21.3925,20.2044,0.0597,0.17488,0.83429,0.10665999999999999,0.059160000000000004,0.25440999999999997,1,745,40,2,525,1011,2.04027,237.3871,-0.59373,2
8614,24.016,22.5765,21.7686,22.6884,22.1874,3.09548,2.88524,0.5878899999999999,0.58119,0.6293,0.25239,1,745,40,2,525,1012,0.42211000000000004,237.38785,-0.46721999999999997,1
8615,19.6743,19.4754,23.4372,21.5678,20.3336,0.09886,0.32591,2.5009,0.21836,0.11485,0.25488,1,745,40,2,525,1013,0.33866999999999997,237.38832000000002,-0.6005199999999999,2
8616,20.6885,20.9897,23.5296,21.414,20.8981,0.14525,0.6913100000000001,1.5629899999999999,0.10824,0.11082,0.25713,1,745,40,2,525,1014,2.32424,237.38871,-0.62761,0
8617,20.2681,19.2281,24.5745,22.4057,21.2763,0.14264000000000002,0.2269,2.14221,0.32578,0.26195999999999997,0.25211,1,745,40,2,525,1015,1.32304,237.38852000000003,-0.5627300000000001,0
8618,20.7471,20.6748,21.9054,21.2558,21.2888,0.20307999999999998,0.70909,0.59748,0.12228,0.20726,0.25014000000000003,1,745,40,2,525,1016,2.1137799999999998,237.38872999999998,-0.50908,2
8619,20.0658,20.0295,27.9958,21.8394,20.6582,0.1357,0.45219,0.16418,0.25323,0.13387000000000002,0.2556,1,745,40,2,525,1017,3.70051,237.38885,-0.6099100000000001,2
8620,21.3745,20.0466,22.2271,22.4159,21.7054,0.4647,0.50736,1.04007,0.45156,0.3869,0.2563,1,745,40,2,525,1018,2.14519,237.38943999999998,-0.61852,0
8621,20.6571,19.6011,21.5202,21.223000000000003,20.5045,0.2046,0.29798,0.47648,0.12565,0.10538,0.25046,1,745,40,2,525,1019,1.73338,237.39012999999997,-0.53,0
8622,21.2977,20.4152,23.8676,22.2746,21.3441,0.54601,0.8360799999999999,3.80714,0.46984,0.28055,0.25505,1,745,40,2,525,1020,0.90801,237.39009,-0.60342,1
8623,21.8742,20.5129,21.2676,23.4831,23.7117,0.72734,0.7682,0.43742,1.1061299999999998,2.01988,0.25025,1,745,40,2,525,1021,1.45436,237.38994,-0.49845,0
8624,20.4752,19.6259,26.8794,21.8754,20.6033,0.22416,0.41005,1.04027,0.31353000000000003,0.15336,0.25024,1,745,40,2,525,1022,1.4736,237.39052,-0.5237,2
8625,20.358,20.3342,23.4645,21.8018,20.8715,0.18695,0.49451000000000006,1.61905,0.18677,0.18904,0.25325,1,745,40,2,525,1023,3.54441,237.39072000000002,-0.57895,2
8626,20.2269,20.1751,22.7438,21.7382,20.9064,0.08743,0.30539,0.8552799999999999,0.13233,0.10149,0.25449,1,745,40,2,525,1024,3.34551,237.39167999999998,-0.59678,2
8627,22.2055,20.7041,21.815,22.6828,21.2534,0.82286,0.8847799999999999,0.6141300000000001,0.57708,0.21408000000000002,0.25498000000000004,1,745,40,2,525,1025,0.35499,237.39146000000002,-0.44267,1
8628,22.3025,22.5884,23.0646,22.3443,23.2747,0.47005,1.3379,1.00613,0.21666,0.85965,0.25224,1,745,40,2,525,1026,1.11821,237.39221,-0.46885,2
8629,22.3907,22.8311,22.3137,22.8334,23.3531,0.41281,1.0782100000000001,0.47145,0.23681999999999997,0.60926,0.25581,1,745,40,2,525,1027,1.84145,237.39212999999998,-0.43656000000000006,1
8630,19.7277,19.4798,22.8256,21.9537,20.5431,0.08205,0.1976,1.06587,0.19638,0.08638,0.25301,1,745,40,2,525,1028,0.9698200000000001,237.39307999999997,-0.45943999999999996,2
